condition,famInd,features,trialsComplete,correct,pid,stage,f0,f1,catBoundDist
free,4,"[4, 6]",1,False,55d6e23469dbc30010b66dc3,epochs,4,6,3
free,1,"[4, 4]",2,False,55d6e23469dbc30010b66dc3,epochs,4,4,1
free,3,"[3, 3]",3,False,55d6e23469dbc30010b66dc3,epochs,3,3,1
free,4,"[5, 3]",4,True,55d6e23469dbc30010b66dc3,epochs,5,3,1
free,1,"[5, 1]",5,False,55d6e23469dbc30010b66dc3,epochs,5,1,1
free,3,"[4, 2]",6,True,55d6e23469dbc30010b66dc3,epochs,4,2,1
free,1,"[1, 5]",7,True,55d6e23469dbc30010b66dc3,epochs,1,5,1
free,3,"[2, 6]",8,False,55d6e23469dbc30010b66dc3,epochs,2,6,1
free,4,"[5, 4]",9,True,55d6e23469dbc30010b66dc3,epochs,5,4,2
free,1,"[1, 2]",10,True,55d6e23469dbc30010b66dc3,epochs,1,2,4
free,1,"[1, 4]",11,True,55d6e23469dbc30010b66dc3,epochs,1,4,2
free,3,"[6, 6]",12,True,55d6e23469dbc30010b66dc3,epochs,6,6,5
free,3,"[2, 4]",13,True,55d6e23469dbc30010b66dc3,epochs,2,4,1
free,1,"[4, 1]",14,True,55d6e23469dbc30010b66dc3,epochs,4,1,2
free,1,"[5, 4]",15,False,55d6e23469dbc30010b66dc3,epochs,5,4,2
free,1,"[3, 5]",16,False,55d6e23469dbc30010b66dc3,epochs,3,5,1
free,1,"[5, 5]",17,True,55d6e23469dbc30010b66dc3,epochs,5,5,3
free,1,"[2, 4]",18,True,55d6e23469dbc30010b66dc3,epochs,2,4,1
free,1,"[2, 3]",19,True,55d6e23469dbc30010b66dc3,epochs,2,3,2
free,4,"[1, 5]",20,False,55d6e23469dbc30010b66dc3,epochs,1,5,1
free,4,"[5, 5]",21,True,55d6e23469dbc30010b66dc3,epochs,5,5,3
free,4,"[4, 2]",22,False,55d6e23469dbc30010b66dc3,epochs,4,2,1
free,4,"[6, 3]",23,True,55d6e23469dbc30010b66dc3,epochs,6,3,2
free,4,"[1, 3]",24,True,55d6e23469dbc30010b66dc3,epochs,1,3,3
free,3,"[5, 3]",25,False,55d6e23469dbc30010b66dc3,epochs,5,3,1
free,3,"[1, 5]",26,False,55d6e23469dbc30010b66dc3,epochs,1,5,1
free,3,"[1, 3]",27,False,55d6e23469dbc30010b66dc3,epochs,1,3,3
free,3,"[2, 3]",28,True,55d6e23469dbc30010b66dc3,epochs,2,3,2
free,3,"[5, 1]",29,True,55d6e23469dbc30010b66dc3,epochs,5,1,1
free,3,"[1, 2]",30,False,55d6e23469dbc30010b66dc3,epochs,1,2,4
free,4,"[5, 6]",31,True,55d6e23469dbc30010b66dc3,epochs,5,6,4
free,4,"[4, 1]",32,True,55d6e23469dbc30010b66dc3,epochs,4,1,2
free,4,"[3, 1]",33,True,55d6e23469dbc30010b66dc3,epochs,3,1,3
free,4,"[2, 6]",34,True,55d6e23469dbc30010b66dc3,epochs,2,6,1
free,1,"[2, 1]",35,True,55d6e23469dbc30010b66dc3,epochs,2,1,4
free,1,"[4, 2]",36,False,55d6e23469dbc30010b66dc3,epochs,4,2,1
free,1,"[2, 6]",37,False,55d6e23469dbc30010b66dc3,epochs,2,6,1
free,1,"[6, 3]",38,True,55d6e23469dbc30010b66dc3,epochs,6,3,2
free,1,"[3, 2]",39,True,55d6e23469dbc30010b66dc3,epochs,3,2,2
free,1,"[3, 1]",40,True,55d6e23469dbc30010b66dc3,epochs,3,1,3
free,1,"[3, 3]",41,False,55d6e23469dbc30010b66dc3,epochs,3,3,1
free,1,"[6, 5]",42,True,55d6e23469dbc30010b66dc3,epochs,6,5,4
free,1,"[4, 5]",43,True,55d6e23469dbc30010b66dc3,epochs,4,5,2
free,1,"[6, 4]",44,True,55d6e23469dbc30010b66dc3,epochs,6,4,3
free,1,"[2, 2]",45,True,55d6e23469dbc30010b66dc3,epochs,2,2,3
free,1,"[1, 1]",46,True,55d6e23469dbc30010b66dc3,epochs,1,1,5
free,1,"[1, 3]",47,False,55d6e23469dbc30010b66dc3,epochs,1,3,3
free,3,"[5, 4]",48,True,55d6e23469dbc30010b66dc3,epochs,5,4,2
free,3,"[4, 6]",49,False,55d6e23469dbc30010b66dc3,epochs,4,6,3
free,3,"[5, 6]",50,False,55d6e23469dbc30010b66dc3,epochs,5,6,4
free,3,"[6, 3]",51,True,55d6e23469dbc30010b66dc3,epochs,6,3,2
free,3,"[6, 5]",52,True,55d6e23469dbc30010b66dc3,epochs,6,5,4
free,3,"[4, 1]",53,True,55d6e23469dbc30010b66dc3,epochs,4,1,2
free,3,"[3, 5]",54,True,55d6e23469dbc30010b66dc3,epochs,3,5,1
free,3,"[5, 5]",55,True,55d6e23469dbc30010b66dc3,epochs,5,5,3
free,3,"[4, 4]",56,True,55d6e23469dbc30010b66dc3,epochs,4,4,1
free,4,"[1, 1]",57,False,55d6e23469dbc30010b66dc3,epochs,1,1,5
free,4,"[3, 2]",58,True,55d6e23469dbc30010b66dc3,epochs,3,2,2
free,4,"[3, 5]",59,False,55d6e23469dbc30010b66dc3,epochs,3,5,1
free,4,"[6, 5]",60,True,55d6e23469dbc30010b66dc3,epochs,6,5,4
free,4,"[4, 5]",61,True,55d6e23469dbc30010b66dc3,epochs,4,5,2
free,4,"[4, 4]",62,False,55d6e23469dbc30010b66dc3,epochs,4,4,1
free,4,"[3, 6]",63,False,55d6e23469dbc30010b66dc3,epochs,3,6,2
free,4,"[2, 1]",64,False,55d6e23469dbc30010b66dc3,epochs,2,1,4
free,4,"[2, 2]",65,False,55d6e23469dbc30010b66dc3,epochs,2,2,3
free,4,"[6, 6]",66,True,55d6e23469dbc30010b66dc3,epochs,6,6,5
free,4,"[6, 2]",67,True,55d6e23469dbc30010b66dc3,epochs,6,2,1
free,4,"[5, 1]",68,False,55d6e23469dbc30010b66dc3,epochs,5,1,1
free,4,"[1, 2]",69,False,55d6e23469dbc30010b66dc3,epochs,1,2,4
free,4,"[6, 4]",70,True,55d6e23469dbc30010b66dc3,epochs,6,4,3
free,4,"[2, 4]",71,False,55d6e23469dbc30010b66dc3,epochs,2,4,1
free,4,"[1, 4]",72,False,55d6e23469dbc30010b66dc3,epochs,1,4,2
free,4,"[3, 3]",73,False,55d6e23469dbc30010b66dc3,epochs,3,3,1
free,1,"[5, 6]",74,True,55d6e23469dbc30010b66dc3,epochs,5,6,4
free,1,"[6, 6]",75,True,55d6e23469dbc30010b66dc3,epochs,6,6,5
free,1,"[4, 6]",76,True,55d6e23469dbc30010b66dc3,epochs,4,6,3
free,1,"[3, 6]",77,True,55d6e23469dbc30010b66dc3,epochs,3,6,2
free,1,"[6, 2]",78,False,55d6e23469dbc30010b66dc3,epochs,6,2,1
free,1,"[5, 3]",79,True,55d6e23469dbc30010b66dc3,epochs,5,3,1
free,1,"[4, 5]",80,True,55d6e23469dbc30010b66dc3,epochs,4,5,2
free,1,"[5, 3]",81,True,55d6e23469dbc30010b66dc3,epochs,5,3,1
free,1,"[1, 3]",82,True,55d6e23469dbc30010b66dc3,epochs,1,3,3
free,1,"[5, 6]",83,True,55d6e23469dbc30010b66dc3,epochs,5,6,4
free,1,"[6, 3]",84,True,55d6e23469dbc30010b66dc3,epochs,6,3,2
free,1,"[2, 2]",85,True,55d6e23469dbc30010b66dc3,epochs,2,2,3
free,3,"[3, 6]",86,True,55d6e23469dbc30010b66dc3,epochs,3,6,2
free,3,"[6, 2]",87,False,55d6e23469dbc30010b66dc3,epochs,6,2,1
free,3,"[3, 2]",88,False,55d6e23469dbc30010b66dc3,epochs,3,2,2
free,3,"[1, 4]",89,False,55d6e23469dbc30010b66dc3,epochs,1,4,2
free,3,"[1, 1]",90,True,55d6e23469dbc30010b66dc3,epochs,1,1,5
free,3,"[2, 2]",91,True,55d6e23469dbc30010b66dc3,epochs,2,2,3
free,3,"[6, 4]",92,True,55d6e23469dbc30010b66dc3,epochs,6,4,3
free,3,"[4, 5]",93,True,55d6e23469dbc30010b66dc3,epochs,4,5,2
free,3,"[2, 1]",94,False,55d6e23469dbc30010b66dc3,epochs,2,1,4
free,3,"[3, 1]",95,True,55d6e23469dbc30010b66dc3,epochs,3,1,3
free,3,"[3, 6]",96,True,55d6e23469dbc30010b66dc3,epochs,3,6,2
free,3,"[2, 4]",97,True,55d6e23469dbc30010b66dc3,epochs,2,4,1
free,3,"[6, 5]",98,True,55d6e23469dbc30010b66dc3,epochs,6,5,4
free,3,"[3, 3]",99,True,55d6e23469dbc30010b66dc3,epochs,3,3,1
free,3,"[2, 6]",100,False,55d6e23469dbc30010b66dc3,epochs,2,6,1
free,3,"[4, 5]",101,True,55d6e23469dbc30010b66dc3,epochs,4,5,2
free,3,"[5, 5]",102,True,55d6e23469dbc30010b66dc3,epochs,5,5,3
free,3,"[5, 3]",103,False,55d6e23469dbc30010b66dc3,epochs,5,3,1
free,3,"[5, 4]",104,True,55d6e23469dbc30010b66dc3,epochs,5,4,2
free,3,"[4, 2]",105,True,55d6e23469dbc30010b66dc3,epochs,4,2,1
free,3,"[6, 4]",106,True,55d6e23469dbc30010b66dc3,epochs,6,4,3
free,3,"[6, 3]",107,False,55d6e23469dbc30010b66dc3,epochs,6,3,2
free,3,"[1, 2]",108,False,55d6e23469dbc30010b66dc3,epochs,1,2,4
free,3,"[6, 2]",109,False,55d6e23469dbc30010b66dc3,epochs,6,2,1
free,3,"[6, 6]",110,True,55d6e23469dbc30010b66dc3,epochs,6,6,5
free,3,"[1, 1]",111,True,55d6e23469dbc30010b66dc3,epochs,1,1,5
free,3,"[1, 5]",112,True,55d6e23469dbc30010b66dc3,epochs,1,5,1
free,3,"[2, 1]",113,True,55d6e23469dbc30010b66dc3,epochs,2,1,4
free,4,"[2, 3]",114,False,55d6e23469dbc30010b66dc3,epochs,2,3,2
free,4,"[2, 2]",115,True,55d6e23469dbc30010b66dc3,epochs,2,2,3
free,4,"[4, 5]",116,False,55d6e23469dbc30010b66dc3,epochs,4,5,2
free,4,"[1, 3]",117,True,55d6e23469dbc30010b66dc3,epochs,1,3,3
free,4,"[5, 5]",118,True,55d6e23469dbc30010b66dc3,epochs,5,5,3
free,4,"[6, 2]",119,True,55d6e23469dbc30010b66dc3,epochs,6,2,1
free,4,"[6, 3]",120,True,55d6e23469dbc30010b66dc3,epochs,6,3,2
free,4,"[5, 3]",121,True,55d6e23469dbc30010b66dc3,epochs,5,3,1
free,4,"[5, 1]",122,False,55d6e23469dbc30010b66dc3,epochs,5,1,1
free,4,"[5, 4]",123,True,55d6e23469dbc30010b66dc3,epochs,5,4,2
free,4,"[4, 4]",124,True,55d6e23469dbc30010b66dc3,epochs,4,4,1
free,4,"[5, 6]",125,True,55d6e23469dbc30010b66dc3,epochs,5,6,4
free,4,"[2, 3]",126,False,55d6e23469dbc30010b66dc3,epochs,2,3,2
free,4,"[2, 1]",127,False,55d6e23469dbc30010b66dc3,epochs,2,1,4
free,4,"[4, 1]",128,False,55d6e23469dbc30010b66dc3,epochs,4,1,2
free,4,"[2, 6]",129,False,55d6e23469dbc30010b66dc3,epochs,2,6,1
free,4,"[6, 6]",130,True,55d6e23469dbc30010b66dc3,epochs,6,6,5
free,4,"[3, 2]",131,True,55d6e23469dbc30010b66dc3,epochs,3,2,2
free,4,"[1, 4]",132,True,55d6e23469dbc30010b66dc3,epochs,1,4,2
free,4,"[1, 1]",133,False,55d6e23469dbc30010b66dc3,epochs,1,1,5
free,4,"[6, 4]",134,True,55d6e23469dbc30010b66dc3,epochs,6,4,3
free,4,"[1, 5]",135,True,55d6e23469dbc30010b66dc3,epochs,1,5,1
free,4,"[4, 6]",136,False,55d6e23469dbc30010b66dc3,epochs,4,6,3
free,4,"[3, 1]",137,True,55d6e23469dbc30010b66dc3,epochs,3,1,3
free,4,"[3, 5]",138,False,55d6e23469dbc30010b66dc3,epochs,3,5,1
free,4,"[2, 4]",139,False,55d6e23469dbc30010b66dc3,epochs,2,4,1
free,4,"[6, 5]",140,True,55d6e23469dbc30010b66dc3,epochs,6,5,4
free,4,"[1, 2]",141,False,55d6e23469dbc30010b66dc3,epochs,1,2,4
free,4,"[3, 3]",142,True,55d6e23469dbc30010b66dc3,epochs,3,3,1
free,4,"[4, 2]",143,True,55d6e23469dbc30010b66dc3,epochs,4,2,1
free,4,"[3, 6]",144,False,55d6e23469dbc30010b66dc3,epochs,3,6,2
free,4,"[4, 1]",145,True,55d6e23469dbc30010b66dc3,epochs,4,1,2
free,4,"[3, 5]",146,True,55d6e23469dbc30010b66dc3,epochs,3,5,1
free,4,"[1, 5]",147,False,55d6e23469dbc30010b66dc3,epochs,1,5,1
free,4,"[2, 1]",148,True,55d6e23469dbc30010b66dc3,epochs,2,1,4
free,4,"[3, 1]",149,True,55d6e23469dbc30010b66dc3,epochs,3,1,3
free,4,"[4, 5]",150,False,55d6e23469dbc30010b66dc3,epochs,4,5,2
free,4,"[6, 6]",151,True,55d6e23469dbc30010b66dc3,epochs,6,6,5
free,4,"[4, 6]",152,False,55d6e23469dbc30010b66dc3,epochs,4,6,3
free,4,"[5, 5]",153,True,55d6e23469dbc30010b66dc3,epochs,5,5,3
free,4,"[3, 2]",154,True,55d6e23469dbc30010b66dc3,epochs,3,2,2
free,4,"[1, 4]",155,True,55d6e23469dbc30010b66dc3,epochs,1,4,2
free,4,"[6, 4]",156,True,55d6e23469dbc30010b66dc3,epochs,6,4,3
free,4,"[3, 3]",157,True,55d6e23469dbc30010b66dc3,epochs,3,3,1
free,4,"[3, 6]",158,False,55d6e23469dbc30010b66dc3,epochs,3,6,2
free,4,"[1, 2]",159,True,55d6e23469dbc30010b66dc3,epochs,1,2,4
free,4,"[6, 2]",160,True,55d6e23469dbc30010b66dc3,epochs,6,2,1
free,4,"[4, 2]",161,True,55d6e23469dbc30010b66dc3,epochs,4,2,1
free,4,"[5, 6]",162,False,55d6e23469dbc30010b66dc3,epochs,5,6,4
free,4,"[5, 1]",163,False,55d6e23469dbc30010b66dc3,epochs,5,1,1
free,4,"[2, 2]",164,True,55d6e23469dbc30010b66dc3,epochs,2,2,3
free,4,"[1, 1]",165,True,55d6e23469dbc30010b66dc3,epochs,1,1,5
free,4,"[6, 3]",166,True,55d6e23469dbc30010b66dc3,epochs,6,3,2
free,4,"[5, 3]",167,True,55d6e23469dbc30010b66dc3,epochs,5,3,1
free,4,"[5, 4]",168,True,55d6e23469dbc30010b66dc3,epochs,5,4,2
free,4,"[2, 3]",169,True,55d6e23469dbc30010b66dc3,epochs,2,3,2
free,4,"[2, 4]",170,True,55d6e23469dbc30010b66dc3,epochs,2,4,1
free,4,"[2, 6]",171,False,55d6e23469dbc30010b66dc3,epochs,2,6,1
free,4,"[6, 5]",172,True,55d6e23469dbc30010b66dc3,epochs,6,5,4
free,4,"[1, 3]",173,True,55d6e23469dbc30010b66dc3,epochs,1,3,3
free,4,"[4, 4]",174,False,55d6e23469dbc30010b66dc3,epochs,4,4,1
free,4,"[6, 3]",175,True,55d6e23469dbc30010b66dc3,epochs,6,3,2
free,4,"[3, 5]",176,False,55d6e23469dbc30010b66dc3,epochs,3,5,1
free,4,"[3, 6]",177,True,55d6e23469dbc30010b66dc3,epochs,3,6,2
free,4,"[2, 4]",178,True,55d6e23469dbc30010b66dc3,epochs,2,4,1
free,4,"[3, 1]",179,False,55d6e23469dbc30010b66dc3,epochs,3,1,3
free,4,"[5, 4]",180,True,55d6e23469dbc30010b66dc3,epochs,5,4,2
free,3,"[6, 6]",2,True,55d6e23469dbc30010b66dc3,test1,6,6,5
free,1,"[1, 2]",3,True,55d6e23469dbc30010b66dc3,test1,1,2,4
free,4,"[4, 2]",4,False,55d6e23469dbc30010b66dc3,test1,4,2,1
free,1,"[2, 2]",5,False,55d6e23469dbc30010b66dc3,test1,2,2,3
free,3,"[2, 2]",6,True,55d6e23469dbc30010b66dc3,test1,2,2,3
free,4,"[6, 6]",7,True,55d6e23469dbc30010b66dc3,test1,6,6,5
free,3,"[2, 3]",8,False,55d6e23469dbc30010b66dc3,test1,2,3,2
free,1,"[4, 5]",9,True,55d6e23469dbc30010b66dc3,test1,4,5,2
free,4,"[1, 2]",11,True,55d6e23469dbc30010b66dc3,test1,1,2,4
free,1,"[4, 4]",12,True,55d6e23469dbc30010b66dc3,test1,4,4,1
free,1,"[5, 3]",13,True,55d6e23469dbc30010b66dc3,test1,5,3,1
free,3,"[4, 5]",14,True,55d6e23469dbc30010b66dc3,test1,4,5,2
free,4,"[5, 1]",16,True,55d6e23469dbc30010b66dc3,test1,5,1,1
free,3,"[1, 2]",18,True,55d6e23469dbc30010b66dc3,test1,1,2,4
free,1,"[1, 5]",19,False,55d6e23469dbc30010b66dc3,test1,1,5,1
free,4,"[6, 2]",20,True,55d6e23469dbc30010b66dc3,test1,6,2,1
free,3,"[4, 2]",21,True,55d6e23469dbc30010b66dc3,test1,4,2,1
free,4,"[4, 4]",23,True,55d6e23469dbc30010b66dc3,test1,4,4,1
free,1,"[4, 2]",24,False,55d6e23469dbc30010b66dc3,test1,4,2,1
free,3,"[5, 4]",25,True,55d6e23469dbc30010b66dc3,test1,5,4,2
free,1,"[3, 3]",26,False,55d6e23469dbc30010b66dc3,test1,3,3,1
free,4,"[5, 4]",27,True,55d6e23469dbc30010b66dc3,test1,5,4,2
free,1,"[5, 4]",28,True,55d6e23469dbc30010b66dc3,test1,5,4,2
free,3,"[6, 4]",29,True,55d6e23469dbc30010b66dc3,test1,6,4,3
free,4,"[2, 6]",30,False,55d6e23469dbc30010b66dc3,test1,2,6,1
free,4,"[4, 5]",31,True,55d6e23469dbc30010b66dc3,test1,4,5,2
free,3,"[1, 1]",32,True,55d6e23469dbc30010b66dc3,test1,1,1,5
free,3,"[3, 3]",34,False,55d6e23469dbc30010b66dc3,test1,3,3,1
free,1,"[2, 6]",35,True,55d6e23469dbc30010b66dc3,test1,2,6,1
free,1,"[5, 1]",37,False,55d6e23469dbc30010b66dc3,test1,5,1,1
free,3,"[4, 1]",38,True,55d6e23469dbc30010b66dc3,test1,4,1,2
free,4,"[3, 1]",39,True,55d6e23469dbc30010b66dc3,test1,3,1,3
free,3,"[6, 5]",40,True,55d6e23469dbc30010b66dc3,test1,6,5,4
free,1,"[3, 6]",41,True,55d6e23469dbc30010b66dc3,test1,3,6,2
free,4,"[3, 3]",43,False,55d6e23469dbc30010b66dc3,test1,3,3,1
free,3,"[4, 6]",44,True,55d6e23469dbc30010b66dc3,test1,4,6,3
free,4,"[6, 4]",46,True,55d6e23469dbc30010b66dc3,test1,6,4,3
free,1,"[2, 3]",48,False,55d6e23469dbc30010b66dc3,test1,2,3,2
free,3,"[3, 5]",49,True,55d6e23469dbc30010b66dc3,test1,3,5,1
free,4,"[2, 4]",50,False,55d6e23469dbc30010b66dc3,test1,2,4,1
free,1,"[1, 3]",51,True,55d6e23469dbc30010b66dc3,test1,1,3,3
free,1,"[1, 1]",53,True,55d6e23469dbc30010b66dc3,test1,1,1,5
free,3,"[3, 1]",54,True,55d6e23469dbc30010b66dc3,test1,3,1,3
free,4,"[1, 1]",55,False,55d6e23469dbc30010b66dc3,test1,1,1,5
free,1,"[2, 4]",56,False,55d6e23469dbc30010b66dc3,test1,2,4,1
free,4,"[5, 6]",58,True,55d6e23469dbc30010b66dc3,test1,5,6,4
free,1,"[2, 1]",59,False,55d6e23469dbc30010b66dc3,test1,2,1,4
free,3,"[1, 3]",60,False,55d6e23469dbc30010b66dc3,test1,1,3,3
free,1,"[6, 3]",61,True,55d6e23469dbc30010b66dc3,test1,6,3,2
free,3,"[2, 6]",62,True,55d6e23469dbc30010b66dc3,test1,2,6,1
free,4,"[2, 1]",63,False,55d6e23469dbc30010b66dc3,test1,2,1,4
free,3,"[4, 4]",64,True,55d6e23469dbc30010b66dc3,test1,4,4,1
free,1,"[3, 2]",65,False,55d6e23469dbc30010b66dc3,test1,3,2,2
free,4,"[4, 6]",66,True,55d6e23469dbc30010b66dc3,test1,4,6,3
free,4,"[1, 3]",67,False,55d6e23469dbc30010b66dc3,test1,1,3,3
free,3,"[1, 4]",68,False,55d6e23469dbc30010b66dc3,test1,1,4,2
free,1,"[6, 6]",69,True,55d6e23469dbc30010b66dc3,test1,6,6,5
free,4,"[2, 3]",70,False,55d6e23469dbc30010b66dc3,test1,2,3,2
free,1,"[4, 6]",71,True,55d6e23469dbc30010b66dc3,test1,4,6,3
free,3,"[5, 5]",72,True,55d6e23469dbc30010b66dc3,test1,5,5,3
free,1,"[6, 5]",73,True,55d6e23469dbc30010b66dc3,test1,6,5,4
free,3,"[2, 4]",74,True,55d6e23469dbc30010b66dc3,test1,2,4,1
free,4,"[6, 5]",75,True,55d6e23469dbc30010b66dc3,test1,6,5,4
free,3,"[3, 6]",76,True,55d6e23469dbc30010b66dc3,test1,3,6,2
free,4,"[5, 5]",77,True,55d6e23469dbc30010b66dc3,test1,5,5,3
free,1,"[4, 1]",78,False,55d6e23469dbc30010b66dc3,test1,4,1,2
free,1,"[6, 4]",79,True,55d6e23469dbc30010b66dc3,test1,6,4,3
free,4,"[1, 5]",80,False,55d6e23469dbc30010b66dc3,test1,1,5,1
free,3,"[3, 2]",81,True,55d6e23469dbc30010b66dc3,test1,3,2,2
free,4,"[3, 6]",82,True,55d6e23469dbc30010b66dc3,test1,3,6,2
free,3,"[2, 1]",83,True,55d6e23469dbc30010b66dc3,test1,2,1,4
free,4,"[2, 2]",86,False,55d6e23469dbc30010b66dc3,test1,2,2,3
free,1,"[1, 4]",87,False,55d6e23469dbc30010b66dc3,test1,1,4,2
free,3,"[6, 3]",89,True,55d6e23469dbc30010b66dc3,test1,6,3,2
free,4,"[3, 2]",90,False,55d6e23469dbc30010b66dc3,test1,3,2,2
free,1,"[3, 2]",1,True,561021e87ffc8a0005811358,epochs,3,2,2
free,1,"[4, 4]",2,False,561021e87ffc8a0005811358,epochs,4,4,1
free,1,"[3, 5]",3,True,561021e87ffc8a0005811358,epochs,3,5,1
free,4,"[3, 2]",4,False,561021e87ffc8a0005811358,epochs,3,2,2
free,4,"[6, 3]",5,False,561021e87ffc8a0005811358,epochs,6,3,2
free,4,"[6, 6]",6,True,561021e87ffc8a0005811358,epochs,6,6,5
free,3,"[5, 3]",7,True,561021e87ffc8a0005811358,epochs,5,3,1
free,3,"[4, 4]",8,True,561021e87ffc8a0005811358,epochs,4,4,1
free,3,"[3, 3]",9,False,561021e87ffc8a0005811358,epochs,3,3,1
free,1,"[5, 4]",10,False,561021e87ffc8a0005811358,epochs,5,4,2
free,1,"[3, 6]",11,True,561021e87ffc8a0005811358,epochs,3,6,2
free,3,"[4, 1]",12,False,561021e87ffc8a0005811358,epochs,4,1,2
free,3,"[1, 5]",13,False,561021e87ffc8a0005811358,epochs,1,5,1
free,4,"[3, 5]",14,True,561021e87ffc8a0005811358,epochs,3,5,1
free,4,"[1, 1]",15,False,561021e87ffc8a0005811358,epochs,1,1,5
free,4,"[2, 6]",16,True,561021e87ffc8a0005811358,epochs,2,6,1
free,1,"[2, 1]",17,False,561021e87ffc8a0005811358,epochs,2,1,4
free,1,"[1, 2]",18,True,561021e87ffc8a0005811358,epochs,1,2,4
free,3,"[5, 1]",19,False,561021e87ffc8a0005811358,epochs,5,1,1
free,3,"[5, 5]",20,False,561021e87ffc8a0005811358,epochs,5,5,3
free,3,"[3, 2]",21,False,561021e87ffc8a0005811358,epochs,3,2,2
free,3,"[1, 1]",22,False,561021e87ffc8a0005811358,epochs,1,1,5
free,3,"[5, 6]",23,True,561021e87ffc8a0005811358,epochs,5,6,4
free,3,"[4, 6]",24,False,561021e87ffc8a0005811358,epochs,4,6,3
free,3,"[6, 2]",25,True,561021e87ffc8a0005811358,epochs,6,2,1
free,1,"[2, 3]",26,False,561021e87ffc8a0005811358,epochs,2,3,2
free,1,"[5, 5]",27,True,561021e87ffc8a0005811358,epochs,5,5,3
free,4,"[1, 5]",28,False,561021e87ffc8a0005811358,epochs,1,5,1
free,4,"[5, 5]",29,True,561021e87ffc8a0005811358,epochs,5,5,3
free,1,"[6, 6]",30,True,561021e87ffc8a0005811358,epochs,6,6,5
free,3,"[6, 6]",31,True,561021e87ffc8a0005811358,epochs,6,6,5
free,4,"[4, 6]",32,True,561021e87ffc8a0005811358,epochs,4,6,3
free,1,"[5, 1]",33,False,561021e87ffc8a0005811358,epochs,5,1,1
free,1,"[1, 5]",34,False,561021e87ffc8a0005811358,epochs,1,5,1
free,1,"[4, 2]",35,False,561021e87ffc8a0005811358,epochs,4,2,1
free,1,"[1, 1]",36,False,561021e87ffc8a0005811358,epochs,1,1,5
free,1,"[2, 2]",37,False,561021e87ffc8a0005811358,epochs,2,2,3
free,4,"[5, 1]",38,False,561021e87ffc8a0005811358,epochs,5,1,1
free,3,"[3, 5]",39,True,561021e87ffc8a0005811358,epochs,3,5,1
free,1,"[3, 1]",40,False,561021e87ffc8a0005811358,epochs,3,1,3
free,1,"[1, 3]",41,True,561021e87ffc8a0005811358,epochs,1,3,3
free,4,"[2, 2]",42,False,561021e87ffc8a0005811358,epochs,2,2,3
free,4,"[6, 2]",43,True,561021e87ffc8a0005811358,epochs,6,2,1
free,1,"[6, 2]",44,False,561021e87ffc8a0005811358,epochs,6,2,1
free,4,"[4, 4]",45,True,561021e87ffc8a0005811358,epochs,4,4,1
free,1,"[6, 4]",46,False,561021e87ffc8a0005811358,epochs,6,4,3
free,1,"[6, 5]",47,True,561021e87ffc8a0005811358,epochs,6,5,4
free,3,"[3, 6]",48,True,561021e87ffc8a0005811358,epochs,3,6,2
free,1,"[5, 3]",49,False,561021e87ffc8a0005811358,epochs,5,3,1
free,1,"[2, 4]",50,False,561021e87ffc8a0005811358,epochs,2,4,1
free,1,"[4, 5]",51,True,561021e87ffc8a0005811358,epochs,4,5,2
free,4,"[4, 5]",52,True,561021e87ffc8a0005811358,epochs,4,5,2
free,3,"[4, 5]",53,True,561021e87ffc8a0005811358,epochs,4,5,2
free,3,"[1, 3]",54,False,561021e87ffc8a0005811358,epochs,1,3,3
free,1,"[5, 6]",55,True,561021e87ffc8a0005811358,epochs,5,6,4
free,3,"[2, 3]",56,False,561021e87ffc8a0005811358,epochs,2,3,2
free,4,"[3, 3]",57,False,561021e87ffc8a0005811358,epochs,3,3,1
free,4,"[1, 2]",58,False,561021e87ffc8a0005811358,epochs,1,2,4
free,4,"[4, 1]",59,False,561021e87ffc8a0005811358,epochs,4,1,2
free,1,"[1, 4]",60,False,561021e87ffc8a0005811358,epochs,1,4,2
free,1,"[3, 3]",61,False,561021e87ffc8a0005811358,epochs,3,3,1
free,1,"[6, 3]",62,True,561021e87ffc8a0005811358,epochs,6,3,2
free,4,"[1, 4]",63,False,561021e87ffc8a0005811358,epochs,1,4,2
free,4,"[2, 3]",64,False,561021e87ffc8a0005811358,epochs,2,3,2
free,4,"[3, 1]",65,False,561021e87ffc8a0005811358,epochs,3,1,3
free,4,"[6, 4]",66,True,561021e87ffc8a0005811358,epochs,6,4,3
free,3,"[6, 5]",67,True,561021e87ffc8a0005811358,epochs,6,5,4
free,3,"[2, 1]",68,True,561021e87ffc8a0005811358,epochs,2,1,4
free,3,"[2, 4]",69,False,561021e87ffc8a0005811358,epochs,2,4,1
free,1,"[2, 6]",70,True,561021e87ffc8a0005811358,epochs,2,6,1
free,1,"[4, 1]",71,True,561021e87ffc8a0005811358,epochs,4,1,2
free,3,"[1, 4]",72,False,561021e87ffc8a0005811358,epochs,1,4,2
free,3,"[2, 2]",73,True,561021e87ffc8a0005811358,epochs,2,2,3
free,1,"[4, 6]",74,True,561021e87ffc8a0005811358,epochs,4,6,3
free,3,"[6, 4]",75,True,561021e87ffc8a0005811358,epochs,6,4,3
free,4,"[5, 4]",76,True,561021e87ffc8a0005811358,epochs,5,4,2
