condition,famInd,features,trialsComplete,correct,pid,stage,f0,f1,catBoundDist
blocked,4,"[4, 6]",116,True,5d5eca9f97f8b6001aee9594,epochs,4,6,3
blocked,4,"[2, 4]",117,True,5d5eca9f97f8b6001aee9594,epochs,2,4,1
blocked,4,"[5, 4]",118,True,5d5eca9f97f8b6001aee9594,epochs,5,4,2
blocked,4,"[4, 2]",119,False,5d5eca9f97f8b6001aee9594,epochs,4,2,1
blocked,4,"[3, 3]",120,False,5d5eca9f97f8b6001aee9594,epochs,3,3,1
blocked,3,"[5, 4]",121,False,5d5eca9f97f8b6001aee9594,epochs,5,4,2
blocked,3,"[1, 2]",122,False,5d5eca9f97f8b6001aee9594,epochs,1,2,4
blocked,3,"[5, 5]",123,False,5d5eca9f97f8b6001aee9594,epochs,5,5,3
blocked,3,"[4, 6]",124,False,5d5eca9f97f8b6001aee9594,epochs,4,6,3
blocked,3,"[6, 6]",125,False,5d5eca9f97f8b6001aee9594,epochs,6,6,5
blocked,3,"[3, 2]",126,False,5d5eca9f97f8b6001aee9594,epochs,3,2,2
blocked,3,"[3, 5]",127,True,5d5eca9f97f8b6001aee9594,epochs,3,5,1
blocked,3,"[6, 5]",128,True,5d5eca9f97f8b6001aee9594,epochs,6,5,4
blocked,3,"[6, 3]",129,False,5d5eca9f97f8b6001aee9594,epochs,6,3,2
blocked,3,"[5, 6]",130,True,5d5eca9f97f8b6001aee9594,epochs,5,6,4
blocked,3,"[6, 2]",131,False,5d5eca9f97f8b6001aee9594,epochs,6,2,1
blocked,3,"[2, 1]",132,False,5d5eca9f97f8b6001aee9594,epochs,2,1,4
blocked,3,"[1, 1]",133,True,5d5eca9f97f8b6001aee9594,epochs,1,1,5
blocked,3,"[3, 6]",134,True,5d5eca9f97f8b6001aee9594,epochs,3,6,2
blocked,3,"[2, 6]",135,True,5d5eca9f97f8b6001aee9594,epochs,2,6,1
blocked,3,"[3, 3]",136,True,5d5eca9f97f8b6001aee9594,epochs,3,3,1
blocked,3,"[5, 3]",137,False,5d5eca9f97f8b6001aee9594,epochs,5,3,1
blocked,3,"[2, 2]",138,True,5d5eca9f97f8b6001aee9594,epochs,2,2,3
blocked,3,"[4, 1]",139,True,5d5eca9f97f8b6001aee9594,epochs,4,1,2
blocked,3,"[4, 2]",140,True,5d5eca9f97f8b6001aee9594,epochs,4,2,1
blocked,3,"[3, 1]",141,True,5d5eca9f97f8b6001aee9594,epochs,3,1,3
blocked,3,"[4, 5]",142,True,5d5eca9f97f8b6001aee9594,epochs,4,5,2
blocked,3,"[5, 1]",143,True,5d5eca9f97f8b6001aee9594,epochs,5,1,1
blocked,3,"[6, 4]",144,True,5d5eca9f97f8b6001aee9594,epochs,6,4,3
blocked,3,"[2, 4]",145,False,5d5eca9f97f8b6001aee9594,epochs,2,4,1
blocked,3,"[1, 4]",146,False,5d5eca9f97f8b6001aee9594,epochs,1,4,2
blocked,3,"[4, 4]",147,True,5d5eca9f97f8b6001aee9594,epochs,4,4,1
blocked,3,"[2, 3]",148,True,5d5eca9f97f8b6001aee9594,epochs,2,3,2
blocked,3,"[1, 5]",149,True,5d5eca9f97f8b6001aee9594,epochs,1,5,1
blocked,3,"[1, 3]",150,True,5d5eca9f97f8b6001aee9594,epochs,1,3,3
blocked,3,"[6, 2]",151,False,5d5eca9f97f8b6001aee9594,epochs,6,2,1
blocked,3,"[4, 2]",152,True,5d5eca9f97f8b6001aee9594,epochs,4,2,1
blocked,3,"[3, 3]",153,True,5d5eca9f97f8b6001aee9594,epochs,3,3,1
blocked,3,"[3, 5]",154,True,5d5eca9f97f8b6001aee9594,epochs,3,5,1
blocked,3,"[1, 2]",155,True,5d5eca9f97f8b6001aee9594,epochs,1,2,4
blocked,3,"[3, 1]",156,True,5d5eca9f97f8b6001aee9594,epochs,3,1,3
blocked,3,"[5, 6]",157,True,5d5eca9f97f8b6001aee9594,epochs,5,6,4
blocked,3,"[1, 3]",158,True,5d5eca9f97f8b6001aee9594,epochs,1,3,3
blocked,3,"[5, 3]",159,True,5d5eca9f97f8b6001aee9594,epochs,5,3,1
blocked,3,"[5, 5]",160,True,5d5eca9f97f8b6001aee9594,epochs,5,5,3
blocked,3,"[1, 5]",161,True,5d5eca9f97f8b6001aee9594,epochs,1,5,1
blocked,3,"[3, 6]",162,True,5d5eca9f97f8b6001aee9594,epochs,3,6,2
blocked,3,"[6, 4]",163,True,5d5eca9f97f8b6001aee9594,epochs,6,4,3
blocked,3,"[2, 6]",164,False,5d5eca9f97f8b6001aee9594,epochs,2,6,1
blocked,3,"[5, 1]",165,True,5d5eca9f97f8b6001aee9594,epochs,5,1,1
blocked,3,"[1, 4]",166,True,5d5eca9f97f8b6001aee9594,epochs,1,4,2
blocked,3,"[4, 6]",167,True,5d5eca9f97f8b6001aee9594,epochs,4,6,3
blocked,3,"[2, 2]",168,False,5d5eca9f97f8b6001aee9594,epochs,2,2,3
blocked,3,"[4, 1]",169,True,5d5eca9f97f8b6001aee9594,epochs,4,1,2
blocked,3,"[3, 2]",170,True,5d5eca9f97f8b6001aee9594,epochs,3,2,2
blocked,3,"[6, 3]",171,True,5d5eca9f97f8b6001aee9594,epochs,6,3,2
blocked,3,"[2, 4]",172,False,5d5eca9f97f8b6001aee9594,epochs,2,4,1
blocked,3,"[4, 5]",173,True,5d5eca9f97f8b6001aee9594,epochs,4,5,2
blocked,3,"[1, 1]",174,True,5d5eca9f97f8b6001aee9594,epochs,1,1,5
blocked,3,"[2, 1]",175,True,5d5eca9f97f8b6001aee9594,epochs,2,1,4
blocked,3,"[6, 5]",176,True,5d5eca9f97f8b6001aee9594,epochs,6,5,4
blocked,3,"[2, 3]",177,False,5d5eca9f97f8b6001aee9594,epochs,2,3,2
blocked,3,"[5, 4]",178,True,5d5eca9f97f8b6001aee9594,epochs,5,4,2
blocked,3,"[4, 4]",179,True,5d5eca9f97f8b6001aee9594,epochs,4,4,1
blocked,3,"[6, 6]",180,True,5d5eca9f97f8b6001aee9594,epochs,6,6,5
blocked,3,"[4, 1]",1,True,5d5eca9f97f8b6001aee9594,test1,4,1,2
blocked,4,"[5, 4]",2,True,5d5eca9f97f8b6001aee9594,test1,5,4,2
blocked,1,"[5, 6]",3,True,5d5eca9f97f8b6001aee9594,test1,5,6,4
blocked,1,"[3, 5]",4,True,5d5eca9f97f8b6001aee9594,test1,3,5,1
blocked,4,"[1, 1]",5,True,5d5eca9f97f8b6001aee9594,test1,1,1,5
blocked,3,"[2, 2]",6,True,5d5eca9f97f8b6001aee9594,test1,2,2,3
blocked,3,"[5, 4]",7,True,5d5eca9f97f8b6001aee9594,test1,5,4,2
blocked,1,"[1, 1]",8,True,5d5eca9f97f8b6001aee9594,test1,1,1,5
blocked,4,"[2, 2]",9,True,5d5eca9f97f8b6001aee9594,test1,2,2,3
blocked,4,"[2, 4]",10,True,5d5eca9f97f8b6001aee9594,test1,2,4,1
blocked,1,"[4, 6]",12,True,5d5eca9f97f8b6001aee9594,test1,4,6,3
blocked,3,"[3, 6]",13,True,5d5eca9f97f8b6001aee9594,test1,3,6,2
blocked,4,"[4, 1]",15,True,5d5eca9f97f8b6001aee9594,test1,4,1,2
blocked,3,"[3, 2]",17,True,5d5eca9f97f8b6001aee9594,test1,3,2,2
blocked,1,"[6, 2]",18,True,5d5eca9f97f8b6001aee9594,test1,6,2,1
blocked,1,"[4, 5]",19,True,5d5eca9f97f8b6001aee9594,test1,4,5,2
blocked,3,"[5, 1]",20,True,5d5eca9f97f8b6001aee9594,test1,5,1,1
blocked,4,"[6, 5]",21,True,5d5eca9f97f8b6001aee9594,test1,6,5,4
blocked,4,"[3, 2]",22,False,5d5eca9f97f8b6001aee9594,test1,3,2,2
blocked,1,"[4, 1]",24,True,5d5eca9f97f8b6001aee9594,test1,4,1,2
blocked,3,"[6, 5]",25,True,5d5eca9f97f8b6001aee9594,test1,6,5,4
blocked,1,"[4, 2]",26,False,5d5eca9f97f8b6001aee9594,test1,4,2,1
blocked,4,"[3, 5]",27,True,5d5eca9f97f8b6001aee9594,test1,3,5,1
blocked,1,"[1, 2]",28,True,5d5eca9f97f8b6001aee9594,test1,1,2,4
blocked,4,"[2, 6]",29,False,5d5eca9f97f8b6001aee9594,test1,2,6,1
blocked,1,"[3, 3]",31,True,5d5eca9f97f8b6001aee9594,test1,3,3,1
blocked,3,"[5, 6]",34,True,5d5eca9f97f8b6001aee9594,test1,5,6,4
blocked,4,"[4, 2]",35,True,5d5eca9f97f8b6001aee9594,test1,4,2,1
blocked,1,"[2, 3]",36,True,5d5eca9f97f8b6001aee9594,test1,2,3,2
blocked,3,"[5, 5]",37,True,5d5eca9f97f8b6001aee9594,test1,5,5,3
blocked,4,"[6, 6]",38,True,5d5eca9f97f8b6001aee9594,test1,6,6,5
blocked,3,"[2, 4]",40,True,5d5eca9f97f8b6001aee9594,test1,2,4,1
blocked,1,"[6, 4]",41,True,5d5eca9f97f8b6001aee9594,test1,6,4,3
blocked,4,"[3, 6]",42,False,5d5eca9f97f8b6001aee9594,test1,3,6,2
blocked,1,"[6, 5]",43,True,5d5eca9f97f8b6001aee9594,test1,6,5,4
blocked,4,"[2, 1]",44,True,5d5eca9f97f8b6001aee9594,test1,2,1,4
blocked,3,"[5, 3]",45,False,5d5eca9f97f8b6001aee9594,test1,5,3,1
blocked,1,"[1, 3]",46,True,5d5eca9f97f8b6001aee9594,test1,1,3,3
blocked,4,"[1, 5]",47,True,5d5eca9f97f8b6001aee9594,test1,1,5,1
blocked,3,"[2, 1]",48,True,5d5eca9f97f8b6001aee9594,test1,2,1,4
blocked,4,"[4, 4]",49,True,5d5eca9f97f8b6001aee9594,test1,4,4,1
blocked,3,"[6, 4]",50,False,5d5eca9f97f8b6001aee9594,test1,6,4,3
blocked,1,"[3, 2]",51,False,5d5eca9f97f8b6001aee9594,test1,3,2,2
blocked,3,"[3, 3]",52,True,5d5eca9f97f8b6001aee9594,test1,3,3,1
blocked,4,"[5, 1]",53,True,5d5eca9f97f8b6001aee9594,test1,5,1,1
blocked,1,"[4, 4]",54,True,5d5eca9f97f8b6001aee9594,test1,4,4,1
blocked,4,"[6, 3]",56,True,5d5eca9f97f8b6001aee9594,test1,6,3,2
blocked,3,"[6, 3]",57,False,5d5eca9f97f8b6001aee9594,test1,6,3,2
blocked,1,"[3, 1]",58,True,5d5eca9f97f8b6001aee9594,test1,3,1,3
blocked,3,"[3, 1]",59,True,5d5eca9f97f8b6001aee9594,test1,3,1,3
blocked,4,"[5, 3]",60,True,5d5eca9f97f8b6001aee9594,test1,5,3,1
blocked,4,"[3, 3]",61,False,5d5eca9f97f8b6001aee9594,test1,3,3,1
blocked,1,"[6, 3]",62,True,5d5eca9f97f8b6001aee9594,test1,6,3,2
blocked,3,"[3, 5]",63,True,5d5eca9f97f8b6001aee9594,test1,3,5,1
blocked,4,"[1, 3]",64,True,5d5eca9f97f8b6001aee9594,test1,1,3,3
blocked,1,"[2, 4]",65,True,5d5eca9f97f8b6001aee9594,test1,2,4,1
blocked,3,"[2, 3]",66,True,5d5eca9f97f8b6001aee9594,test1,2,3,2
blocked,1,"[5, 4]",67,True,5d5eca9f97f8b6001aee9594,test1,5,4,2
blocked,4,"[1, 4]",68,True,5d5eca9f97f8b6001aee9594,test1,1,4,2
blocked,3,"[1, 4]",69,True,5d5eca9f97f8b6001aee9594,test1,1,4,2
blocked,4,"[4, 5]",70,True,5d5eca9f97f8b6001aee9594,test1,4,5,2
blocked,1,"[2, 2]",71,True,5d5eca9f97f8b6001aee9594,test1,2,2,3
blocked,1,"[5, 5]",74,True,5d5eca9f97f8b6001aee9594,test1,5,5,3
blocked,3,"[6, 2]",75,False,5d5eca9f97f8b6001aee9594,test1,6,2,1
blocked,4,"[4, 6]",76,True,5d5eca9f97f8b6001aee9594,test1,4,6,3
blocked,3,"[4, 6]",77,True,5d5eca9f97f8b6001aee9594,test1,4,6,3
blocked,3,"[4, 5]",79,False,5d5eca9f97f8b6001aee9594,test1,4,5,2
blocked,1,"[5, 3]",81,True,5d5eca9f97f8b6001aee9594,test1,5,3,1
blocked,3,"[6, 6]",82,True,5d5eca9f97f8b6001aee9594,test1,6,6,5
blocked,1,"[2, 6]",84,True,5d5eca9f97f8b6001aee9594,test1,2,6,1
blocked,4,"[5, 5]",85,True,5d5eca9f97f8b6001aee9594,test1,5,5,3
blocked,1,"[1, 4]",86,True,5d5eca9f97f8b6001aee9594,test1,1,4,2
blocked,3,"[4, 2]",87,True,5d5eca9f97f8b6001aee9594,test1,4,2,1
blocked,4,"[5, 6]",88,True,5d5eca9f97f8b6001aee9594,test1,5,6,4
blocked,1,"[2, 1]",89,True,5d5eca9f97f8b6001aee9594,test1,2,1,4
blocked,3,"[1, 5]",90,True,5d5eca9f97f8b6001aee9594,test1,1,5,1
free,1,"[4, 4]",1,False,5d68c8aa40524c00189e8ac2,epochs,4,4,1
free,1,"[5, 5]",2,True,5d68c8aa40524c00189e8ac2,epochs,5,5,3
free,4,"[1, 3]",3,True,5d68c8aa40524c00189e8ac2,epochs,1,3,3
free,4,"[1, 5]",4,False,5d68c8aa40524c00189e8ac2,epochs,1,5,1
free,3,"[2, 1]",5,True,5d68c8aa40524c00189e8ac2,epochs,2,1,4
free,3,"[5, 6]",6,True,5d68c8aa40524c00189e8ac2,epochs,5,6,4
free,3,"[1, 5]",7,False,5d68c8aa40524c00189e8ac2,epochs,1,5,1
free,3,"[4, 6]",8,False,5d68c8aa40524c00189e8ac2,epochs,4,6,3
free,3,"[1, 2]",9,True,5d68c8aa40524c00189e8ac2,epochs,1,2,4
free,3,"[4, 4]",10,False,5d68c8aa40524c00189e8ac2,epochs,4,4,1
free,3,"[3, 2]",11,True,5d68c8aa40524c00189e8ac2,epochs,3,2,2
free,3,"[4, 5]",12,True,5d68c8aa40524c00189e8ac2,epochs,4,5,2
free,4,"[4, 6]",13,False,5d68c8aa40524c00189e8ac2,epochs,4,6,3
free,4,"[5, 3]",14,True,5d68c8aa40524c00189e8ac2,epochs,5,3,1
free,1,"[4, 5]",15,True,5d68c8aa40524c00189e8ac2,epochs,4,5,2
free,1,"[6, 6]",16,True,5d68c8aa40524c00189e8ac2,epochs,6,6,5
free,1,"[5, 3]",17,True,5d68c8aa40524c00189e8ac2,epochs,5,3,1
free,1,"[1, 5]",18,False,5d68c8aa40524c00189e8ac2,epochs,1,5,1
free,1,"[5, 6]",19,True,5d68c8aa40524c00189e8ac2,epochs,5,6,4
free,1,"[4, 2]",20,False,5d68c8aa40524c00189e8ac2,epochs,4,2,1
free,1,"[3, 2]",21,True,5d68c8aa40524c00189e8ac2,epochs,3,2,2
free,1,"[2, 2]",22,True,5d68c8aa40524c00189e8ac2,epochs,2,2,3
free,1,"[3, 1]",23,True,5d68c8aa40524c00189e8ac2,epochs,3,1,3
free,1,"[5, 1]",24,True,5d68c8aa40524c00189e8ac2,epochs,5,1,1
free,1,"[2, 6]",25,False,5d68c8aa40524c00189e8ac2,epochs,2,6,1
free,1,"[2, 1]",26,True,5d68c8aa40524c00189e8ac2,epochs,2,1,4
free,1,"[4, 6]",27,True,5d68c8aa40524c00189e8ac2,epochs,4,6,3
free,4,"[5, 6]",28,True,5d68c8aa40524c00189e8ac2,epochs,5,6,4
free,4,"[2, 2]",29,True,5d68c8aa40524c00189e8ac2,epochs,2,2,3
free,3,"[4, 2]",30,True,5d68c8aa40524c00189e8ac2,epochs,4,2,1
free,3,"[5, 3]",31,False,5d68c8aa40524c00189e8ac2,epochs,5,3,1
free,3,"[3, 6]",32,True,5d68c8aa40524c00189e8ac2,epochs,3,6,2
free,3,"[4, 1]",33,True,5d68c8aa40524c00189e8ac2,epochs,4,1,2
free,3,"[1, 4]",34,False,5d68c8aa40524c00189e8ac2,epochs,1,4,2
free,3,"[6, 4]",35,True,5d68c8aa40524c00189e8ac2,epochs,6,4,3
free,3,"[2, 2]",36,True,5d68c8aa40524c00189e8ac2,epochs,2,2,3
free,3,"[1, 1]",37,True,5d68c8aa40524c00189e8ac2,epochs,1,1,5
free,3,"[3, 3]",38,False,5d68c8aa40524c00189e8ac2,epochs,3,3,1
free,3,"[3, 5]",39,True,5d68c8aa40524c00189e8ac2,epochs,3,5,1
free,3,"[2, 6]",40,False,5d68c8aa40524c00189e8ac2,epochs,2,6,1
free,3,"[6, 5]",41,True,5d68c8aa40524c00189e8ac2,epochs,6,5,4
free,3,"[6, 2]",42,True,5d68c8aa40524c00189e8ac2,epochs,6,2,1
free,3,"[2, 3]",43,True,5d68c8aa40524c00189e8ac2,epochs,2,3,2
free,3,"[6, 6]",44,True,5d68c8aa40524c00189e8ac2,epochs,6,6,5
free,4,"[3, 3]",45,True,5d68c8aa40524c00189e8ac2,epochs,3,3,1
free,4,"[5, 1]",46,False,5d68c8aa40524c00189e8ac2,epochs,5,1,1
free,4,"[6, 5]",47,True,5d68c8aa40524c00189e8ac2,epochs,6,5,4
free,4,"[6, 2]",48,True,5d68c8aa40524c00189e8ac2,epochs,6,2,1
free,4,"[3, 5]",49,False,5d68c8aa40524c00189e8ac2,epochs,3,5,1
free,4,"[6, 6]",50,True,5d68c8aa40524c00189e8ac2,epochs,6,6,5
free,4,"[4, 4]",51,True,5d68c8aa40524c00189e8ac2,epochs,4,4,1
free,4,"[2, 1]",52,True,5d68c8aa40524c00189e8ac2,epochs,2,1,4
free,4,"[5, 4]",53,True,5d68c8aa40524c00189e8ac2,epochs,5,4,2
free,4,"[2, 3]",54,True,5d68c8aa40524c00189e8ac2,epochs,2,3,2
free,4,"[3, 1]",55,True,5d68c8aa40524c00189e8ac2,epochs,3,1,3
free,4,"[4, 1]",56,True,5d68c8aa40524c00189e8ac2,epochs,4,1,2
free,4,"[1, 4]",57,True,5d68c8aa40524c00189e8ac2,epochs,1,4,2
free,4,"[1, 1]",58,True,5d68c8aa40524c00189e8ac2,epochs,1,1,5
free,3,"[5, 5]",59,True,5d68c8aa40524c00189e8ac2,epochs,5,5,3
free,3,"[2, 4]",60,True,5d68c8aa40524c00189e8ac2,epochs,2,4,1
free,3,"[3, 1]",61,False,5d68c8aa40524c00189e8ac2,epochs,3,1,3
free,3,"[5, 4]",62,True,5d68c8aa40524c00189e8ac2,epochs,5,4,2
free,3,"[1, 3]",63,True,5d68c8aa40524c00189e8ac2,epochs,1,3,3
free,3,"[6, 3]",64,True,5d68c8aa40524c00189e8ac2,epochs,6,3,2
free,1,"[3, 6]",65,True,5d68c8aa40524c00189e8ac2,epochs,3,6,2
free,1,"[1, 1]",66,True,5d68c8aa40524c00189e8ac2,epochs,1,1,5
free,1,"[6, 3]",67,True,5d68c8aa40524c00189e8ac2,epochs,6,3,2
free,1,"[6, 2]",68,True,5d68c8aa40524c00189e8ac2,epochs,6,2,1
free,1,"[3, 3]",69,False,5d68c8aa40524c00189e8ac2,epochs,3,3,1
free,1,"[1, 4]",70,True,5d68c8aa40524c00189e8ac2,epochs,1,4,2
free,1,"[2, 3]",71,True,5d68c8aa40524c00189e8ac2,epochs,2,3,2
free,1,"[5, 4]",72,True,5d68c8aa40524c00189e8ac2,epochs,5,4,2
free,1,"[3, 5]",73,True,5d68c8aa40524c00189e8ac2,epochs,3,5,1
free,1,"[1, 3]",74,True,5d68c8aa40524c00189e8ac2,epochs,1,3,3
free,1,"[2, 4]",75,False,5d68c8aa40524c00189e8ac2,epochs,2,4,1
free,3,"[5, 1]",76,False,5d68c8aa40524c00189e8ac2,epochs,5,1,1
free,3,"[2, 6]",77,True,5d68c8aa40524c00189e8ac2,epochs,2,6,1
free,3,"[3, 5]",78,True,5d68c8aa40524c00189e8ac2,epochs,3,5,1
free,3,"[6, 4]",79,True,5d68c8aa40524c00189e8ac2,epochs,6,4,3
free,3,"[6, 2]",80,True,5d68c8aa40524c00189e8ac2,epochs,6,2,1
free,3,"[3, 3]",81,True,5d68c8aa40524c00189e8ac2,epochs,3,3,1
free,3,"[6, 5]",82,True,5d68c8aa40524c00189e8ac2,epochs,6,5,4
free,3,"[1, 1]",83,True,5d68c8aa40524c00189e8ac2,epochs,1,1,5
free,1,"[4, 1]",84,False,5d68c8aa40524c00189e8ac2,epochs,4,1,2
free,1,"[1, 2]",85,True,5d68c8aa40524c00189e8ac2,epochs,1,2,4
free,4,"[5, 5]",86,True,5d68c8aa40524c00189e8ac2,epochs,5,5,3
free,4,"[2, 6]",87,True,5d68c8aa40524c00189e8ac2,epochs,2,6,1
free,4,"[6, 3]",88,True,5d68c8aa40524c00189e8ac2,epochs,6,3,2
free,4,"[3, 2]",89,True,5d68c8aa40524c00189e8ac2,epochs,3,2,2
free,3,"[1, 3]",90,True,5d68c8aa40524c00189e8ac2,epochs,1,3,3
free,3,"[3, 2]",91,False,5d68c8aa40524c00189e8ac2,epochs,3,2,2
free,3,"[1, 4]",92,True,5d68c8aa40524c00189e8ac2,epochs,1,4,2
free,3,"[5, 5]",93,True,5d68c8aa40524c00189e8ac2,epochs,5,5,3
free,3,"[3, 1]",94,True,5d68c8aa40524c00189e8ac2,epochs,3,1,3
free,3,"[5, 4]",95,True,5d68c8aa40524c00189e8ac2,epochs,5,4,2
free,3,"[4, 5]",96,True,5d68c8aa40524c00189e8ac2,epochs,4,5,2
free,3,"[4, 1]",97,True,5d68c8aa40524c00189e8ac2,epochs,4,1,2
free,3,"[1, 5]",98,True,5d68c8aa40524c00189e8ac2,epochs,1,5,1
free,3,"[6, 3]",99,True,5d68c8aa40524c00189e8ac2,epochs,6,3,2
free,4,"[4, 2]",100,True,5d68c8aa40524c00189e8ac2,epochs,4,2,1
free,4,"[4, 5]",101,True,5d68c8aa40524c00189e8ac2,epochs,4,5,2
free,4,"[3, 6]",102,True,5d68c8aa40524c00189e8ac2,epochs,3,6,2
free,4,"[6, 4]",103,True,5d68c8aa40524c00189e8ac2,epochs,6,4,3
free,4,"[1, 2]",104,True,5d68c8aa40524c00189e8ac2,epochs,1,2,4
free,4,"[2, 4]",105,True,5d68c8aa40524c00189e8ac2,epochs,2,4,1
free,1,"[6, 5]",106,True,5d68c8aa40524c00189e8ac2,epochs,6,5,4
free,1,"[6, 4]",107,True,5d68c8aa40524c00189e8ac2,epochs,6,4,3
free,1,"[1, 1]",108,True,5d68c8aa40524c00189e8ac2,epochs,1,1,5
free,1,"[4, 6]",109,True,5d68c8aa40524c00189e8ac2,epochs,4,6,3
free,1,"[5, 4]",110,True,5d68c8aa40524c00189e8ac2,epochs,5,4,2
free,1,"[5, 3]",111,True,5d68c8aa40524c00189e8ac2,epochs,5,3,1
free,1,"[2, 6]",112,False,5d68c8aa40524c00189e8ac2,epochs,2,6,1
free,1,"[3, 2]",113,True,5d68c8aa40524c00189e8ac2,epochs,3,2,2
free,1,"[2, 4]",114,True,5d68c8aa40524c00189e8ac2,epochs,2,4,1
free,1,"[2, 1]",115,True,5d68c8aa40524c00189e8ac2,epochs,2,1,4
free,1,"[2, 2]",116,True,5d68c8aa40524c00189e8ac2,epochs,2,2,3
free,1,"[1, 3]",117,True,5d68c8aa40524c00189e8ac2,epochs,1,3,3
free,1,"[6, 4]",118,True,5d68c8aa40524c00189e8ac2,epochs,6,4,3
free,1,"[2, 3]",119,True,5d68c8aa40524c00189e8ac2,epochs,2,3,2
free,1,"[3, 3]",120,False,5d68c8aa40524c00189e8ac2,epochs,3,3,1
free,1,"[1, 2]",121,True,5d68c8aa40524c00189e8ac2,epochs,1,2,4
free,1,"[4, 2]",122,True,5d68c8aa40524c00189e8ac2,epochs,4,2,1
free,1,"[6, 5]",123,True,5d68c8aa40524c00189e8ac2,epochs,6,5,4
free,1,"[1, 5]",124,True,5d68c8aa40524c00189e8ac2,epochs,1,5,1
free,1,"[5, 6]",125,True,5d68c8aa40524c00189e8ac2,epochs,5,6,4
free,3,"[3, 6]",126,True,5d68c8aa40524c00189e8ac2,epochs,3,6,2
free,3,"[2, 2]",127,True,5d68c8aa40524c00189e8ac2,epochs,2,2,3
free,3,"[5, 3]",128,True,5d68c8aa40524c00189e8ac2,epochs,5,3,1
free,3,"[4, 4]",129,True,5d68c8aa40524c00189e8ac2,epochs,4,4,1
free,3,"[5, 1]",130,True,5d68c8aa40524c00189e8ac2,epochs,5,1,1
free,3,"[4, 2]",131,True,5d68c8aa40524c00189e8ac2,epochs,4,2,1
free,3,"[2, 3]",132,True,5d68c8aa40524c00189e8ac2,epochs,2,3,2
free,3,"[2, 4]",133,True,5d68c8aa40524c00189e8ac2,epochs,2,4,1
free,3,"[4, 6]",134,True,5d68c8aa40524c00189e8ac2,epochs,4,6,3
free,3,"[6, 6]",135,True,5d68c8aa40524c00189e8ac2,epochs,6,6,5
free,3,"[1, 2]",136,True,5d68c8aa40524c00189e8ac2,epochs,1,2,4
free,3,"[2, 1]",137,True,5d68c8aa40524c00189e8ac2,epochs,2,1,4
free,3,"[5, 6]",138,True,5d68c8aa40524c00189e8ac2,epochs,5,6,4
free,3,"[2, 4]",139,True,5d68c8aa40524c00189e8ac2,epochs,2,4,1
free,3,"[4, 5]",140,True,5d68c8aa40524c00189e8ac2,epochs,4,5,2
free,3,"[3, 6]",141,True,5d68c8aa40524c00189e8ac2,epochs,3,6,2
free,4,"[5, 5]",142,True,5d68c8aa40524c00189e8ac2,epochs,5,5,3
free,4,"[5, 4]",143,True,5d68c8aa40524c00189e8ac2,epochs,5,4,2
free,4,"[5, 6]",144,True,5d68c8aa40524c00189e8ac2,epochs,5,6,4
free,4,"[3, 2]",145,True,5d68c8aa40524c00189e8ac2,epochs,3,2,2
free,4,"[4, 4]",146,True,5d68c8aa40524c00189e8ac2,epochs,4,4,1
free,4,"[6, 4]",147,True,5d68c8aa40524c00189e8ac2,epochs,6,4,3
free,4,"[2, 6]",148,False,5d68c8aa40524c00189e8ac2,epochs,2,6,1
free,4,"[2, 2]",149,True,5d68c8aa40524c00189e8ac2,epochs,2,2,3
free,4,"[6, 6]",150,True,5d68c8aa40524c00189e8ac2,epochs,6,6,5
free,4,"[4, 5]",151,True,5d68c8aa40524c00189e8ac2,epochs,4,5,2
free,4,"[3, 5]",152,True,5d68c8aa40524c00189e8ac2,epochs,3,5,1
free,4,"[2, 3]",153,True,5d68c8aa40524c00189e8ac2,epochs,2,3,2
free,4,"[1, 5]",154,True,5d68c8aa40524c00189e8ac2,epochs,1,5,1
free,4,"[5, 3]",155,True,5d68c8aa40524c00189e8ac2,epochs,5,3,1
free,4,"[5, 1]",156,True,5d68c8aa40524c00189e8ac2,epochs,5,1,1
free,4,"[4, 2]",157,True,5d68c8aa40524c00189e8ac2,epochs,4,2,1
free,4,"[3, 3]",158,False,5d68c8aa40524c00189e8ac2,epochs,3,3,1
free,4,"[6, 3]",159,True,5d68c8aa40524c00189e8ac2,epochs,6,3,2
free,4,"[1, 4]",160,True,5d68c8aa40524c00189e8ac2,epochs,1,4,2
free,1,"[6, 3]",161,True,5d68c8aa40524c00189e8ac2,epochs,6,3,2
free,3,"[1, 2]",162,True,5d68c8aa40524c00189e8ac2,epochs,1,2,4
free,3,"[3, 1]",163,False,5d68c8aa40524c00189e8ac2,epochs,3,1,3
free,3,"[2, 2]",164,False,5d68c8aa40524c00189e8ac2,epochs,2,2,3
free,3,"[4, 2]",165,False,5d68c8aa40524c00189e8ac2,epochs,4,2,1
free,3,"[5, 5]",166,True,5d68c8aa40524c00189e8ac2,epochs,5,5,3
free,3,"[6, 2]",167,False,5d68c8aa40524c00189e8ac2,epochs,6,2,1
free,3,"[4, 1]",168,True,5d68c8aa40524c00189e8ac2,epochs,4,1,2
free,3,"[6, 6]",169,True,5d68c8aa40524c00189e8ac2,epochs,6,6,5
free,3,"[2, 1]",170,True,5d68c8aa40524c00189e8ac2,epochs,2,1,4
free,3,"[3, 2]",171,True,5d68c8aa40524c00189e8ac2,epochs,3,2,2
