condition,pid,catBoundDist,famInd,trialsComplete,correct,f0,f1
blocked,5d31c6bac88f0e00164c3ccb,2,2.6857142857142855,76.1,0.6857142857142857,3.5714285714285716,3.4857142857142858
blocked,5d31c6bac88f0e00164c3ccb,3,2.673076923076923,77.48076923076923,0.6923076923076923,3.423076923076923,3.4615384615384617
blocked,5d31c6bac88f0e00164c3ccb,4,2.6470588235294117,76.41176470588235,0.7647058823529411,3.3823529411764706,3.3823529411764706
blocked,5d31c6bac88f0e00164c3ccb,5,2.6875,85.25,0.8125,3.5,3.5
blocked,5d442ba693066e00185a44d6,1,2.647727272727273,78.26136363636364,0.6363636363636364,3.5568181818181817,3.465909090909091
blocked,5d442ba693066e00185a44d6,2,2.6956521739130435,75.33333333333333,0.7391304347826086,3.5072463768115942,3.579710144927536
blocked,5d442ba693066e00185a44d6,3,2.6666666666666665,73.76470588235294,0.8431372549019608,3.411764705882353,3.5294117647058822
blocked,5d442ba693066e00185a44d6,4,2.676470588235294,78.55882352941177,0.9705882352941176,3.5,3.5
blocked,5d442ba693066e00185a44d6,5,2.75,80.1875,0.9375,3.5,3.5
blocked,5d4c06c6a8d9fb001a1470d5,1,2.682926829268293,83.1829268292683,0.5975609756097561,3.5365853658536586,3.4634146341463414
blocked,5d4c06c6a8d9fb001a1470d5,2,2.6666666666666665,73.78260869565217,0.8115942028985508,3.5217391304347827,3.5652173913043477
blocked,5d4c06c6a8d9fb001a1470d5,3,2.6346153846153846,73.28846153846153,0.9038461538461539,3.480769230769231,3.519230769230769
blocked,5d4c06c6a8d9fb001a1470d5,4,2.676470588235294,72.61764705882354,0.9411764705882353,3.5294117647058822,3.4705882352941178
blocked,5d4c06c6a8d9fb001a1470d5,5,2.6666666666666665,73.66666666666667,0.9444444444444444,3.5,3.5
blocked,5d5eca9f97f8b6001aee9594,1,2.6823529411764704,78.2235294117647,0.6588235294117647,3.4941176470588236,3.4941176470588236
blocked,5d5eca9f97f8b6001aee9594,2,2.6714285714285713,76.05714285714286,0.8,3.5285714285714285,3.4714285714285715
blocked,5d5eca9f97f8b6001aee9594,3,2.607843137254902,79.86274509803921,0.8627450980392157,3.5098039215686274,3.549019607843137
blocked,5d5eca9f97f8b6001aee9594,4,2.6176470588235294,74.05882352941177,0.9117647058823529,3.6470588235294117,3.588235294117647
blocked,5d5eca9f97f8b6001aee9594,5,2.75,73.875,0.9375,3.5,3.5
blocked,5d95dfca33f8930017e85486,1,2.6511627906976742,74.73255813953489,0.6395348837209303,3.4302325581395348,3.546511627906977
blocked,5d95dfca33f8930017e85486,2,2.6666666666666665,81.17391304347827,0.7391304347826086,3.536231884057971,3.4927536231884058
blocked,5d95dfca33f8930017e85486,3,2.6666666666666665,78.29411764705883,0.8235294117647058,3.5294117647058822,3.5294117647058822
blocked,5d95dfca33f8930017e85486,4,2.6666666666666665,75.48484848484848,0.9696969696969697,3.606060606060606,3.515151515151515
blocked,5d95dfca33f8930017e85486,5,2.6666666666666665,77.0,0.8666666666666667,3.6666666666666665,3.6666666666666665
blocked,5e380457679e67000c56b02f,1,2.6867469879518073,75.79518072289157,0.6024096385542169,3.5542168674698793,3.5060240963855422
blocked,5e380457679e67000c56b02f,2,2.621212121212121,78.5,0.8333333333333334,3.4696969696969697,3.4696969696969697
blocked,5e380457679e67000c56b02f,3,2.7254901960784315,76.43137254901961,0.9607843137254902,3.392156862745098,3.4313725490196076
blocked,5e380457679e67000c56b02f,4,2.6285714285714286,79.02857142857142,0.9428571428571428,3.5714285714285716,3.5428571428571427
blocked,5e380457679e67000c56b02f,5,2.6666666666666665,77.61111111111111,1.0,3.5,3.5
blocked,5e5d9d83838bf30bd2a383b9,1,2.630952380952381,78.75,0.5714285714285714,3.5714285714285716,3.4523809523809526
blocked,5e5d9d83838bf30bd2a383b9,2,2.6515151515151514,79.10606060606061,0.6060606060606061,3.409090909090909,3.5303030303030303
blocked,5e5d9d83838bf30bd2a383b9,3,2.69811320754717,72.33962264150944,0.6415094339622641,3.509433962264151,3.547169811320755
blocked,5e5d9d83838bf30bd2a383b9,4,2.7142857142857144,80.45714285714286,0.8571428571428571,3.5714285714285716,3.5428571428571427
blocked,5e5d9d83838bf30bd2a383b9,5,2.6470588235294117,79.0,0.8823529411764706,3.3529411764705883,3.3529411764705883
blocked,5e831dfa79f7fb000c708f84,1,2.63855421686747,76.51807228915662,0.5301204819277109,3.5301204819277108,3.4819277108433737
