rule,pid,condition,famInd,trialsComplete
fi,60c1f0e3708c6bcc65473102,blocked,3,164
fi,60c1f0e3708c6bcc65473102,blocked,3,165
fi,60c1f0e3708c6bcc65473102,blocked,3,166
fi,60c1f0e3708c6bcc65473102,blocked,3,167
fi,60c1f0e3708c6bcc65473102,blocked,3,168
fi,60c1f0e3708c6bcc65473102,blocked,3,169
fi,60c1f0e3708c6bcc65473102,blocked,3,170
fi,60c1f0e3708c6bcc65473102,blocked,3,171
fi,60c1f0e3708c6bcc65473102,blocked,3,172
fi,60c1f0e3708c6bcc65473102,blocked,3,173
fi,60c1f0e3708c6bcc65473102,blocked,3,174
fi,60c1f0e3708c6bcc65473102,blocked,3,175
fi,60c1f0e3708c6bcc65473102,blocked,3,176
fi,60c1f0e3708c6bcc65473102,blocked,3,177
fi,60c1f0e3708c6bcc65473102,blocked,3,178
fi,60c1f0e3708c6bcc65473102,blocked,3,179
fi,60c1f0e3708c6bcc65473102,blocked,3,180
fi,60c3c8f790736ad8d329816b,blocked,4,1
fi,60c3c8f790736ad8d329816b,blocked,4,2
fi,60c3c8f790736ad8d329816b,blocked,4,3
fi,60c3c8f790736ad8d329816b,blocked,4,4
fi,60c3c8f790736ad8d329816b,blocked,4,5
fi,60c3c8f790736ad8d329816b,blocked,4,6
fi,60c3c8f790736ad8d329816b,blocked,4,7
fi,60c3c8f790736ad8d329816b,blocked,4,8
fi,60c3c8f790736ad8d329816b,blocked,4,9
fi,60c3c8f790736ad8d329816b,blocked,4,10
fi,60c3c8f790736ad8d329816b,blocked,4,11
fi,60c3c8f790736ad8d329816b,blocked,4,12
fi,60c3c8f790736ad8d329816b,blocked,4,13
fi,60c3c8f790736ad8d329816b,blocked,4,14
fi,60c3c8f790736ad8d329816b,blocked,4,15
fi,60c3c8f790736ad8d329816b,blocked,4,16
fi,60c3c8f790736ad8d329816b,blocked,4,17
fi,60c3c8f790736ad8d329816b,blocked,4,18
fi,60c3c8f790736ad8d329816b,blocked,4,19
fi,60c3c8f790736ad8d329816b,blocked,4,20
fi,60c3c8f790736ad8d329816b,blocked,4,21
fi,60c3c8f790736ad8d329816b,blocked,4,22
fi,60c3c8f790736ad8d329816b,blocked,4,23
fi,60c3c8f790736ad8d329816b,blocked,4,24
fi,60c3c8f790736ad8d329816b,blocked,4,25
fi,60c3c8f790736ad8d329816b,blocked,4,26
fi,60c3c8f790736ad8d329816b,blocked,4,27
fi,60c3c8f790736ad8d329816b,blocked,4,28
fi,60c3c8f790736ad8d329816b,blocked,4,29
fi,60c3c8f790736ad8d329816b,blocked,4,30
fi,60c3c8f790736ad8d329816b,blocked,4,31
fi,60c3c8f790736ad8d329816b,blocked,4,32
fi,60c3c8f790736ad8d329816b,blocked,4,33
fi,60c3c8f790736ad8d329816b,blocked,4,34
fi,60c3c8f790736ad8d329816b,blocked,4,35
fi,60c3c8f790736ad8d329816b,blocked,4,36
fi,60c3c8f790736ad8d329816b,blocked,4,37
fi,60c3c8f790736ad8d329816b,blocked,4,38
fi,60c3c8f790736ad8d329816b,blocked,4,39
fi,60c3c8f790736ad8d329816b,blocked,4,40
fi,60c3c8f790736ad8d329816b,blocked,4,41
fi,60c3c8f790736ad8d329816b,blocked,4,42
fi,60c3c8f790736ad8d329816b,blocked,4,43
fi,60c3c8f790736ad8d329816b,blocked,4,44
fi,60c3c8f790736ad8d329816b,blocked,4,45
fi,60c3c8f790736ad8d329816b,blocked,4,46
fi,60c3c8f790736ad8d329816b,blocked,4,47
fi,60c3c8f790736ad8d329816b,blocked,4,48
fi,60c3c8f790736ad8d329816b,blocked,4,49
fi,60c3c8f790736ad8d329816b,blocked,4,50
fi,60c3c8f790736ad8d329816b,blocked,4,51
fi,60c3c8f790736ad8d329816b,blocked,4,52
fi,60c3c8f790736ad8d329816b,blocked,4,53
fi,60c3c8f790736ad8d329816b,blocked,4,54
fi,60c3c8f790736ad8d329816b,blocked,4,55
fi,60c3c8f790736ad8d329816b,blocked,4,56
fi,60c3c8f790736ad8d329816b,blocked,4,57
fi,60c3c8f790736ad8d329816b,blocked,4,58
fi,60c3c8f790736ad8d329816b,blocked,4,59
fi,60c3c8f790736ad8d329816b,blocked,4,60
fi,60c3c8f790736ad8d329816b,blocked,3,61
fi,60c3c8f790736ad8d329816b,blocked,3,62
fi,60c3c8f790736ad8d329816b,blocked,3,63
fi,60c3c8f790736ad8d329816b,blocked,3,64
fi,60c3c8f790736ad8d329816b,blocked,3,65
fi,60c3c8f790736ad8d329816b,blocked,3,66
fi,60c3c8f790736ad8d329816b,blocked,3,67
fi,60c3c8f790736ad8d329816b,blocked,3,68
fi,60c3c8f790736ad8d329816b,blocked,3,69
fi,60c3c8f790736ad8d329816b,blocked,3,70
fi,60c3c8f790736ad8d329816b,blocked,3,71
fi,60c3c8f790736ad8d329816b,blocked,3,72
fi,60c3c8f790736ad8d329816b,blocked,3,73
fi,60c3c8f790736ad8d329816b,blocked,3,74
fi,60c3c8f790736ad8d329816b,blocked,3,75
fi,60c3c8f790736ad8d329816b,blocked,3,76
fi,60c3c8f790736ad8d329816b,blocked,3,77
fi,60c3c8f790736ad8d329816b,blocked,3,78
fi,60c3c8f790736ad8d329816b,blocked,3,79
fi,60c3c8f790736ad8d329816b,blocked,3,80
fi,60c3c8f790736ad8d329816b,blocked,3,81
fi,60c3c8f790736ad8d329816b,blocked,3,82
fi,60c3c8f790736ad8d329816b,blocked,3,83
fi,60c3c8f790736ad8d329816b,blocked,3,84
fi,60c3c8f790736ad8d329816b,blocked,3,85
fi,60c3c8f790736ad8d329816b,blocked,3,86
fi,60c3c8f790736ad8d329816b,blocked,3,87
fi,60c3c8f790736ad8d329816b,blocked,3,88
fi,60c3c8f790736ad8d329816b,blocked,3,89
fi,60c3c8f790736ad8d329816b,blocked,3,90
fi,60c3c8f790736ad8d329816b,blocked,3,91
fi,60c3c8f790736ad8d329816b,blocked,3,92
fi,60c3c8f790736ad8d329816b,blocked,3,93
fi,60c3c8f790736ad8d329816b,blocked,3,94
fi,60c3c8f790736ad8d329816b,blocked,3,95
fi,60c3c8f790736ad8d329816b,blocked,3,96
fi,60c3c8f790736ad8d329816b,blocked,3,97
fi,60c3c8f790736ad8d329816b,blocked,3,98
fi,60c3c8f790736ad8d329816b,blocked,3,99
fi,60c3c8f790736ad8d329816b,blocked,3,100
fi,60c3c8f790736ad8d329816b,blocked,3,101
fi,60c3c8f790736ad8d329816b,blocked,3,102
fi,60c3c8f790736ad8d329816b,blocked,3,103
fi,60c3c8f790736ad8d329816b,blocked,3,104
fi,60c3c8f790736ad8d329816b,blocked,3,105
fi,60c3c8f790736ad8d329816b,blocked,3,106
fi,60c3c8f790736ad8d329816b,blocked,3,107
fi,60c3c8f790736ad8d329816b,blocked,3,108
fi,60c3c8f790736ad8d329816b,blocked,3,109
fi,60c3c8f790736ad8d329816b,blocked,3,110
fi,60c3c8f790736ad8d329816b,blocked,3,111
fi,60c3c8f790736ad8d329816b,blocked,3,112
fi,60c3c8f790736ad8d329816b,blocked,3,113
fi,60c3c8f790736ad8d329816b,blocked,3,114
fi,60c3c8f790736ad8d329816b,blocked,3,115
fi,60c3c8f790736ad8d329816b,blocked,3,116
fi,60c3c8f790736ad8d329816b,blocked,3,117
fi,60c3c8f790736ad8d329816b,blocked,3,118
fi,60c3c8f790736ad8d329816b,blocked,3,119
fi,60c3c8f790736ad8d329816b,blocked,3,120
fi,60c3c8f790736ad8d329816b,blocked,1,121
fi,60c3c8f790736ad8d329816b,blocked,1,122
fi,60c3c8f790736ad8d329816b,blocked,1,123
fi,60c3c8f790736ad8d329816b,blocked,1,124
fi,60c3c8f790736ad8d329816b,blocked,1,125
fi,60c3c8f790736ad8d329816b,blocked,1,126
fi,60c3c8f790736ad8d329816b,blocked,1,127
fi,60c3c8f790736ad8d329816b,blocked,1,128
fi,60c3c8f790736ad8d329816b,blocked,1,129
fi,60c3c8f790736ad8d329816b,blocked,1,130
fi,60c3c8f790736ad8d329816b,blocked,1,131
fi,60c3c8f790736ad8d329816b,blocked,1,132
fi,60c3c8f790736ad8d329816b,blocked,1,133
fi,60c3c8f790736ad8d329816b,blocked,1,134
fi,60c3c8f790736ad8d329816b,blocked,1,135
fi,60c3c8f790736ad8d329816b,blocked,1,136
fi,60c3c8f790736ad8d329816b,blocked,1,137
fi,60c3c8f790736ad8d329816b,blocked,1,138
fi,60c3c8f790736ad8d329816b,blocked,1,139
fi,60c3c8f790736ad8d329816b,blocked,1,140
fi,60c3c8f790736ad8d329816b,blocked,1,141
fi,60c3c8f790736ad8d329816b,blocked,1,142
fi,60c3c8f790736ad8d329816b,blocked,1,143
fi,60c3c8f790736ad8d329816b,blocked,1,144
fi,60c3c8f790736ad8d329816b,blocked,1,145
fi,60c3c8f790736ad8d329816b,blocked,1,146
fi,60c3c8f790736ad8d329816b,blocked,1,147
fi,60c3c8f790736ad8d329816b,blocked,1,148
fi,60c3c8f790736ad8d329816b,blocked,1,149
fi,60c3c8f790736ad8d329816b,blocked,1,150
fi,60c3c8f790736ad8d329816b,blocked,1,151
fi,60c3c8f790736ad8d329816b,blocked,1,152
fi,60c3c8f790736ad8d329816b,blocked,1,153
fi,60c3c8f790736ad8d329816b,blocked,1,154
fi,60c3c8f790736ad8d329816b,blocked,1,155
fi,60c3c8f790736ad8d329816b,blocked,1,156
fi,60c3c8f790736ad8d329816b,blocked,1,157
fi,60c3c8f790736ad8d329816b,blocked,1,158
fi,60c3c8f790736ad8d329816b,blocked,1,159
fi,60c3c8f790736ad8d329816b,blocked,1,160
fi,60c3c8f790736ad8d329816b,blocked,1,161
fi,60c3c8f790736ad8d329816b,blocked,1,162
fi,60c3c8f790736ad8d329816b,blocked,1,163
fi,60c3c8f790736ad8d329816b,blocked,1,164
fi,60c3c8f790736ad8d329816b,blocked,1,165
fi,60c3c8f790736ad8d329816b,blocked,1,166
fi,60c3c8f790736ad8d329816b,blocked,1,167
fi,60c3c8f790736ad8d329816b,blocked,1,168
fi,60c3c8f790736ad8d329816b,blocked,1,169
fi,60c3c8f790736ad8d329816b,blocked,1,170
fi,60c3c8f790736ad8d329816b,blocked,1,171
fi,60c3c8f790736ad8d329816b,blocked,1,172
fi,60c3c8f790736ad8d329816b,blocked,1,173
fi,60c3c8f790736ad8d329816b,blocked,1,174
fi,60c3c8f790736ad8d329816b,blocked,1,175
fi,60c3c8f790736ad8d329816b,blocked,1,176
fi,60c3c8f790736ad8d329816b,blocked,1,177
fi,60c3c8f790736ad8d329816b,blocked,1,178
fi,60c3c8f790736ad8d329816b,blocked,1,179
fi,60c3c8f790736ad8d329816b,blocked,1,180
fi,60de4cc94dfda4d9e1948e6d,blocked,3,1
fi,60de4cc94dfda4d9e1948e6d,blocked,3,2
fi,60de4cc94dfda4d9e1948e6d,blocked,3,3
fi,60de4cc94dfda4d9e1948e6d,blocked,3,4
fi,60de4cc94dfda4d9e1948e6d,blocked,3,5
fi,60de4cc94dfda4d9e1948e6d,blocked,3,6
fi,60de4cc94dfda4d9e1948e6d,blocked,3,7
fi,60de4cc94dfda4d9e1948e6d,blocked,3,8
fi,60de4cc94dfda4d9e1948e6d,blocked,3,9
fi,60de4cc94dfda4d9e1948e6d,blocked,3,10
fi,60de4cc94dfda4d9e1948e6d,blocked,3,11
fi,60de4cc94dfda4d9e1948e6d,blocked,3,12
fi,60de4cc94dfda4d9e1948e6d,blocked,3,13
fi,60de4cc94dfda4d9e1948e6d,blocked,3,14
fi,60de4cc94dfda4d9e1948e6d,blocked,3,15
fi,60de4cc94dfda4d9e1948e6d,blocked,3,16
fi,60de4cc94dfda4d9e1948e6d,blocked,3,17
fi,60de4cc94dfda4d9e1948e6d,blocked,3,18
fi,60de4cc94dfda4d9e1948e6d,blocked,3,19
fi,60de4cc94dfda4d9e1948e6d,blocked,3,20
fi,60de4cc94dfda4d9e1948e6d,blocked,3,21
fi,60de4cc94dfda4d9e1948e6d,blocked,3,22
fi,60de4cc94dfda4d9e1948e6d,blocked,3,23
fi,60de4cc94dfda4d9e1948e6d,blocked,3,24
fi,60de4cc94dfda4d9e1948e6d,blocked,3,25
fi,60de4cc94dfda4d9e1948e6d,blocked,3,26
fi,60de4cc94dfda4d9e1948e6d,blocked,3,27
fi,60de4cc94dfda4d9e1948e6d,blocked,3,28
fi,60de4cc94dfda4d9e1948e6d,blocked,3,29
fi,60de4cc94dfda4d9e1948e6d,blocked,3,30
fi,60de4cc94dfda4d9e1948e6d,blocked,3,31
fi,60de4cc94dfda4d9e1948e6d,blocked,3,32
fi,60de4cc94dfda4d9e1948e6d,blocked,3,33
fi,60de4cc94dfda4d9e1948e6d,blocked,3,34
fi,60de4cc94dfda4d9e1948e6d,blocked,3,35
fi,60de4cc94dfda4d9e1948e6d,blocked,3,36
fi,60de4cc94dfda4d9e1948e6d,blocked,3,37
fi,60de4cc94dfda4d9e1948e6d,blocked,3,38
fi,60de4cc94dfda4d9e1948e6d,blocked,3,39
fi,60de4cc94dfda4d9e1948e6d,blocked,3,40
fi,60de4cc94dfda4d9e1948e6d,blocked,3,41
fi,60de4cc94dfda4d9e1948e6d,blocked,3,42
fi,60de4cc94dfda4d9e1948e6d,blocked,3,43
fi,60de4cc94dfda4d9e1948e6d,blocked,3,44
fi,60de4cc94dfda4d9e1948e6d,blocked,3,45
fi,60de4cc94dfda4d9e1948e6d,blocked,3,46
fi,60de4cc94dfda4d9e1948e6d,blocked,3,47
fi,60de4cc94dfda4d9e1948e6d,blocked,3,48
fi,60de4cc94dfda4d9e1948e6d,blocked,3,49
fi,60de4cc94dfda4d9e1948e6d,blocked,3,50
fi,60de4cc94dfda4d9e1948e6d,blocked,3,51
fi,60de4cc94dfda4d9e1948e6d,blocked,3,52
fi,60de4cc94dfda4d9e1948e6d,blocked,3,53
fi,60de4cc94dfda4d9e1948e6d,blocked,3,54
fi,60de4cc94dfda4d9e1948e6d,blocked,3,55
fi,60de4cc94dfda4d9e1948e6d,blocked,3,56
fi,60de4cc94dfda4d9e1948e6d,blocked,3,57
fi,60de4cc94dfda4d9e1948e6d,blocked,3,58
fi,60de4cc94dfda4d9e1948e6d,blocked,3,59
fi,60de4cc94dfda4d9e1948e6d,blocked,3,60
fi,60de4cc94dfda4d9e1948e6d,blocked,1,61
fi,60de4cc94dfda4d9e1948e6d,blocked,1,62
fi,60de4cc94dfda4d9e1948e6d,blocked,1,63
fi,60de4cc94dfda4d9e1948e6d,blocked,1,64
fi,60de4cc94dfda4d9e1948e6d,blocked,1,65
fi,60de4cc94dfda4d9e1948e6d,blocked,1,66
fi,60de4cc94dfda4d9e1948e6d,blocked,1,67
fi,60de4cc94dfda4d9e1948e6d,blocked,1,68
fi,60de4cc94dfda4d9e1948e6d,blocked,1,69
fi,60de4cc94dfda4d9e1948e6d,blocked,1,70
fi,60de4cc94dfda4d9e1948e6d,blocked,1,71
fi,60de4cc94dfda4d9e1948e6d,blocked,1,72
fi,60de4cc94dfda4d9e1948e6d,blocked,1,73
fi,60de4cc94dfda4d9e1948e6d,blocked,1,74
fi,60de4cc94dfda4d9e1948e6d,blocked,1,75
fi,60de4cc94dfda4d9e1948e6d,blocked,1,76
fi,60de4cc94dfda4d9e1948e6d,blocked,1,77
fi,60de4cc94dfda4d9e1948e6d,blocked,1,78
fi,60de4cc94dfda4d9e1948e6d,blocked,1,79
fi,60de4cc94dfda4d9e1948e6d,blocked,1,80
fi,60de4cc94dfda4d9e1948e6d,blocked,1,81
fi,60de4cc94dfda4d9e1948e6d,blocked,1,82
fi,60de4cc94dfda4d9e1948e6d,blocked,1,83
fi,60de4cc94dfda4d9e1948e6d,blocked,1,84
fi,60de4cc94dfda4d9e1948e6d,blocked,1,85
fi,60de4cc94dfda4d9e1948e6d,blocked,1,86
fi,60de4cc94dfda4d9e1948e6d,blocked,1,87
fi,60de4cc94dfda4d9e1948e6d,blocked,1,88
fi,60de4cc94dfda4d9e1948e6d,blocked,1,89
fi,60de4cc94dfda4d9e1948e6d,blocked,1,90
fi,60de4cc94dfda4d9e1948e6d,blocked,1,91
fi,60de4cc94dfda4d9e1948e6d,blocked,1,92
fi,60de4cc94dfda4d9e1948e6d,blocked,1,93
fi,60de4cc94dfda4d9e1948e6d,blocked,1,94
fi,60de4cc94dfda4d9e1948e6d,blocked,1,95
fi,60de4cc94dfda4d9e1948e6d,blocked,1,96
fi,60de4cc94dfda4d9e1948e6d,blocked,1,97
fi,60de4cc94dfda4d9e1948e6d,blocked,1,98
fi,60de4cc94dfda4d9e1948e6d,blocked,1,99
fi,60de4cc94dfda4d9e1948e6d,blocked,1,100
fi,60de4cc94dfda4d9e1948e6d,blocked,1,101
fi,60de4cc94dfda4d9e1948e6d,blocked,1,102
fi,60de4cc94dfda4d9e1948e6d,blocked,1,103
fi,60de4cc94dfda4d9e1948e6d,blocked,1,104
fi,60de4cc94dfda4d9e1948e6d,blocked,1,105
fi,60de4cc94dfda4d9e1948e6d,blocked,1,106
fi,60de4cc94dfda4d9e1948e6d,blocked,1,107
fi,60de4cc94dfda4d9e1948e6d,blocked,1,108
fi,60de4cc94dfda4d9e1948e6d,blocked,1,109
fi,60de4cc94dfda4d9e1948e6d,blocked,1,110
fi,60de4cc94dfda4d9e1948e6d,blocked,1,111
fi,60de4cc94dfda4d9e1948e6d,blocked,1,112
fi,60de4cc94dfda4d9e1948e6d,blocked,1,113
fi,60de4cc94dfda4d9e1948e6d,blocked,1,114
fi,60de4cc94dfda4d9e1948e6d,blocked,1,115
fi,60de4cc94dfda4d9e1948e6d,blocked,1,116
fi,60de4cc94dfda4d9e1948e6d,blocked,1,117
fi,60de4cc94dfda4d9e1948e6d,blocked,1,118
fi,60de4cc94dfda4d9e1948e6d,blocked,1,119
fi,60de4cc94dfda4d9e1948e6d,blocked,1,120
fi,60de4cc94dfda4d9e1948e6d,blocked,4,121
fi,60de4cc94dfda4d9e1948e6d,blocked,4,122
fi,60de4cc94dfda4d9e1948e6d,blocked,4,123
fi,60de4cc94dfda4d9e1948e6d,blocked,4,124
fi,60de4cc94dfda4d9e1948e6d,blocked,4,125
fi,60de4cc94dfda4d9e1948e6d,blocked,4,126
fi,60de4cc94dfda4d9e1948e6d,blocked,4,127
fi,60de4cc94dfda4d9e1948e6d,blocked,4,128
fi,60de4cc94dfda4d9e1948e6d,blocked,4,129
fi,60de4cc94dfda4d9e1948e6d,blocked,4,130
fi,60de4cc94dfda4d9e1948e6d,blocked,4,131
fi,60de4cc94dfda4d9e1948e6d,blocked,4,132
fi,60de4cc94dfda4d9e1948e6d,blocked,4,133
fi,60de4cc94dfda4d9e1948e6d,blocked,4,134
fi,60de4cc94dfda4d9e1948e6d,blocked,4,135
fi,60de4cc94dfda4d9e1948e6d,blocked,4,136
fi,60de4cc94dfda4d9e1948e6d,blocked,4,137
fi,60de4cc94dfda4d9e1948e6d,blocked,4,138
fi,60de4cc94dfda4d9e1948e6d,blocked,4,139
fi,60de4cc94dfda4d9e1948e6d,blocked,4,140
fi,60de4cc94dfda4d9e1948e6d,blocked,4,141
fi,60de4cc94dfda4d9e1948e6d,blocked,4,142
fi,60de4cc94dfda4d9e1948e6d,blocked,4,143
fi,60de4cc94dfda4d9e1948e6d,blocked,4,144
fi,60de4cc94dfda4d9e1948e6d,blocked,4,145
fi,60de4cc94dfda4d9e1948e6d,blocked,4,146
fi,60de4cc94dfda4d9e1948e6d,blocked,4,147
fi,60de4cc94dfda4d9e1948e6d,blocked,4,148
fi,60de4cc94dfda4d9e1948e6d,blocked,4,149
fi,60de4cc94dfda4d9e1948e6d,blocked,4,150
fi,60de4cc94dfda4d9e1948e6d,blocked,4,151
fi,60de4cc94dfda4d9e1948e6d,blocked,4,152
fi,60de4cc94dfda4d9e1948e6d,blocked,4,153
fi,60de4cc94dfda4d9e1948e6d,blocked,4,154
fi,60de4cc94dfda4d9e1948e6d,blocked,4,155
fi,60de4cc94dfda4d9e1948e6d,blocked,4,156
fi,60de4cc94dfda4d9e1948e6d,blocked,4,157
fi,60de4cc94dfda4d9e1948e6d,blocked,4,158
fi,60de4cc94dfda4d9e1948e6d,blocked,4,159
fi,60de4cc94dfda4d9e1948e6d,blocked,4,160
fi,60de4cc94dfda4d9e1948e6d,blocked,4,161
fi,60de4cc94dfda4d9e1948e6d,blocked,4,162
fi,60de4cc94dfda4d9e1948e6d,blocked,4,163
fi,60de4cc94dfda4d9e1948e6d,blocked,4,164
fi,60de4cc94dfda4d9e1948e6d,blocked,4,165
fi,60de4cc94dfda4d9e1948e6d,blocked,4,166
fi,60de4cc94dfda4d9e1948e6d,blocked,4,167
fi,60de4cc94dfda4d9e1948e6d,blocked,4,168
fi,60de4cc94dfda4d9e1948e6d,blocked,4,169
fi,60de4cc94dfda4d9e1948e6d,blocked,4,170
fi,60de4cc94dfda4d9e1948e6d,blocked,4,171
fi,60de4cc94dfda4d9e1948e6d,blocked,4,172
fi,60de4cc94dfda4d9e1948e6d,blocked,4,173
fi,60de4cc94dfda4d9e1948e6d,blocked,4,174
fi,60de4cc94dfda4d9e1948e6d,blocked,4,175
fi,60de4cc94dfda4d9e1948e6d,blocked,4,176
fi,60de4cc94dfda4d9e1948e6d,blocked,4,177
fi,60de4cc94dfda4d9e1948e6d,blocked,4,178
fi,60de4cc94dfda4d9e1948e6d,blocked,4,179
fi,60de4cc94dfda4d9e1948e6d,blocked,4,180
fi,60e4b0afe802caf0d246a002,blocked,4,1
fi,60e4b0afe802caf0d246a002,blocked,4,2
fi,60e4b0afe802caf0d246a002,blocked,4,3
fi,60e4b0afe802caf0d246a002,blocked,4,4
fi,60e4b0afe802caf0d246a002,blocked,4,5
fi,60e4b0afe802caf0d246a002,blocked,4,6
fi,60e4b0afe802caf0d246a002,blocked,4,7
fi,60e4b0afe802caf0d246a002,blocked,4,8
fi,60e4b0afe802caf0d246a002,blocked,4,9
fi,60e4b0afe802caf0d246a002,blocked,4,10
fi,60e4b0afe802caf0d246a002,blocked,4,11
fi,60e4b0afe802caf0d246a002,blocked,4,12
fi,60e4b0afe802caf0d246a002,blocked,4,13
fi,60e4b0afe802caf0d246a002,blocked,4,14
fi,60e4b0afe802caf0d246a002,blocked,4,15
fi,60e4b0afe802caf0d246a002,blocked,4,16
fi,60e4b0afe802caf0d246a002,blocked,4,17
fi,60e4b0afe802caf0d246a002,blocked,4,18
fi,60e4b0afe802caf0d246a002,blocked,4,19
fi,60e4b0afe802caf0d246a002,blocked,4,20
fi,60e4b0afe802caf0d246a002,blocked,4,21
fi,60e4b0afe802caf0d246a002,blocked,4,22
fi,60e4b0afe802caf0d246a002,blocked,4,23
fi,60e4b0afe802caf0d246a002,blocked,4,24
fi,60e4b0afe802caf0d246a002,blocked,4,25
fi,60e4b0afe802caf0d246a002,blocked,4,26
fi,60e4b0afe802caf0d246a002,blocked,4,27
fi,60e4b0afe802caf0d246a002,blocked,4,28
fi,60e4b0afe802caf0d246a002,blocked,4,29
fi,60e4b0afe802caf0d246a002,blocked,4,30
fi,60e4b0afe802caf0d246a002,blocked,4,31
fi,60e4b0afe802caf0d246a002,blocked,4,32
fi,60e4b0afe802caf0d246a002,blocked,4,33
fi,60e4b0afe802caf0d246a002,blocked,4,34
fi,60e4b0afe802caf0d246a002,blocked,4,35
fi,60e4b0afe802caf0d246a002,blocked,4,36
fi,60e4b0afe802caf0d246a002,blocked,4,37
fi,60e4b0afe802caf0d246a002,blocked,4,38
fi,60e4b0afe802caf0d246a002,blocked,4,39
fi,60e4b0afe802caf0d246a002,blocked,4,40
fi,60e4b0afe802caf0d246a002,blocked,4,41
fi,60e4b0afe802caf0d246a002,blocked,4,42
fi,60e4b0afe802caf0d246a002,blocked,4,43
fi,60e4b0afe802caf0d246a002,blocked,4,44
fi,60e4b0afe802caf0d246a002,blocked,4,45
fi,60e4b0afe802caf0d246a002,blocked,4,46
fi,60e4b0afe802caf0d246a002,blocked,4,47
fi,60e4b0afe802caf0d246a002,blocked,4,48
fi,60e4b0afe802caf0d246a002,blocked,4,49
fi,60e4b0afe802caf0d246a002,blocked,4,50
fi,60e4b0afe802caf0d246a002,blocked,4,51
fi,60e4b0afe802caf0d246a002,blocked,4,52
fi,60e4b0afe802caf0d246a002,blocked,4,53
fi,60e4b0afe802caf0d246a002,blocked,4,54
fi,60e4b0afe802caf0d246a002,blocked,4,55
fi,60e4b0afe802caf0d246a002,blocked,4,56
fi,60e4b0afe802caf0d246a002,blocked,4,57
fi,60e4b0afe802caf0d246a002,blocked,4,58
fi,60e4b0afe802caf0d246a002,blocked,4,59
fi,60e4b0afe802caf0d246a002,blocked,4,60
fi,60e4b0afe802caf0d246a002,blocked,1,61
fi,60e4b0afe802caf0d246a002,blocked,1,62
fi,60e4b0afe802caf0d246a002,blocked,1,63
fi,60e4b0afe802caf0d246a002,blocked,1,64
fi,60e4b0afe802caf0d246a002,blocked,1,65
fi,60e4b0afe802caf0d246a002,blocked,1,66
fi,60e4b0afe802caf0d246a002,blocked,1,67
fi,60e4b0afe802caf0d246a002,blocked,1,68
fi,60e4b0afe802caf0d246a002,blocked,1,69
fi,60e4b0afe802caf0d246a002,blocked,1,70
fi,60e4b0afe802caf0d246a002,blocked,1,71
fi,60e4b0afe802caf0d246a002,blocked,1,72
fi,60e4b0afe802caf0d246a002,blocked,1,73
fi,60e4b0afe802caf0d246a002,blocked,1,74
fi,60e4b0afe802caf0d246a002,blocked,1,75
fi,60e4b0afe802caf0d246a002,blocked,1,76
fi,60e4b0afe802caf0d246a002,blocked,1,77
fi,60e4b0afe802caf0d246a002,blocked,1,78
fi,60e4b0afe802caf0d246a002,blocked,1,79
fi,60e4b0afe802caf0d246a002,blocked,1,80
fi,60e4b0afe802caf0d246a002,blocked,1,81
fi,60e4b0afe802caf0d246a002,blocked,1,82
fi,60e4b0afe802caf0d246a002,blocked,1,83
fi,60e4b0afe802caf0d246a002,blocked,1,84
fi,60e4b0afe802caf0d246a002,blocked,1,85
fi,60e4b0afe802caf0d246a002,blocked,1,86
fi,60e4b0afe802caf0d246a002,blocked,1,87
fi,60e4b0afe802caf0d246a002,blocked,1,88
fi,60e4b0afe802caf0d246a002,blocked,1,89
fi,60e4b0afe802caf0d246a002,blocked,1,90
fi,60e4b0afe802caf0d246a002,blocked,1,91
fi,60e4b0afe802caf0d246a002,blocked,1,92
fi,60e4b0afe802caf0d246a002,blocked,1,93
fi,60e4b0afe802caf0d246a002,blocked,1,94
fi,60e4b0afe802caf0d246a002,blocked,1,95
fi,60e4b0afe802caf0d246a002,blocked,1,96
fi,60e4b0afe802caf0d246a002,blocked,1,97
fi,60e4b0afe802caf0d246a002,blocked,1,98
fi,60e4b0afe802caf0d246a002,blocked,1,99
fi,60e4b0afe802caf0d246a002,blocked,1,100
fi,60e4b0afe802caf0d246a002,blocked,1,101
fi,60e4b0afe802caf0d246a002,blocked,1,102
fi,60e4b0afe802caf0d246a002,blocked,1,103
fi,60e4b0afe802caf0d246a002,blocked,1,104
fi,60e4b0afe802caf0d246a002,blocked,1,105
fi,60e4b0afe802caf0d246a002,blocked,1,106
fi,60e4b0afe802caf0d246a002,blocked,1,107
fi,60e4b0afe802caf0d246a002,blocked,1,108
fi,60e4b0afe802caf0d246a002,blocked,1,109
fi,60e4b0afe802caf0d246a002,blocked,1,110
fi,60e4b0afe802caf0d246a002,blocked,1,111
fi,60e4b0afe802caf0d246a002,blocked,1,112
fi,60e4b0afe802caf0d246a002,blocked,1,113
fi,60e4b0afe802caf0d246a002,blocked,1,114
fi,60e4b0afe802caf0d246a002,blocked,1,115
fi,60e4b0afe802caf0d246a002,blocked,1,116
fi,60e4b0afe802caf0d246a002,blocked,1,117
fi,60e4b0afe802caf0d246a002,blocked,1,118
fi,60e4b0afe802caf0d246a002,blocked,1,119
fi,60e4b0afe802caf0d246a002,blocked,1,120
