pid,condition,stage,feedbackOn,trialsComplete,famInd,features,rule,responseOrder,correctResponse,guess,confidence,correct,rt,numTrainTrials,count
55d6e23469dbc30010b66dc3,free,epochs,True,1,4,"[4, 6]",fi,"[6, 7]",7,6,0.27,False,14236,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,2,1,"[4, 4]",fi,"[2, 0]",2,0,0.3,False,7542,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,3,3,"[3, 3]",fi,"[3, 5]",3,5,0.24,False,7085,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,4,4,"[5, 3]",fi,"[6, 7]",7,7,1.0,True,5589,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,5,1,"[5, 1]",fi,"[2, 0]",0,2,1.0,False,4555,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,6,3,"[4, 2]",fi,"[5, 3]",3,3,0.62,True,5059,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,7,1,"[1, 5]",fi,"[0, 2]",0,0,0.68,True,11321,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,8,3,"[2, 6]",fi,"[3, 5]",5,3,1.0,False,4083,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,9,4,"[5, 4]",fi,"[6, 7]",7,7,0.7000000000000001,True,9487,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,10,1,"[1, 2]",fi,"[2, 0]",0,0,0.39,True,14996,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,11,1,"[1, 4]",fi,"[2, 0]",0,0,1.0,True,4623,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,12,3,"[6, 6]",fi,"[5, 3]",5,5,1.0,True,7662,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,13,3,"[2, 4]",fi,"[3, 5]",3,3,1.0,True,5267,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,14,1,"[4, 1]",fi,"[2, 0]",0,0,1.0,True,9541,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,15,1,"[5, 4]",fi,"[2, 0]",2,0,0.63,False,15603,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,16,1,"[3, 5]",fi,"[0, 2]",2,0,1.0,False,6021,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,17,1,"[5, 5]",fi,"[2, 0]",2,2,1.0,True,7436,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,18,1,"[2, 4]",fi,"[0, 2]",0,0,1.0,True,9561,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,19,1,"[2, 3]",fi,"[0, 2]",0,0,1.0,True,8235,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,20,4,"[1, 5]",fi,"[7, 6]",6,7,0.5,False,10663,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,21,4,"[5, 5]",fi,"[7, 6]",7,7,1.0,True,6289,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,22,4,"[4, 2]",fi,"[7, 6]",6,7,0.63,False,4990,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,23,4,"[6, 3]",fi,"[7, 6]",7,7,1.0,True,12656,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,24,4,"[1, 3]",fi,"[6, 7]",6,6,1.0,True,5235,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,25,3,"[5, 3]",fi,"[3, 5]",5,3,0.72,False,8168,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,26,3,"[1, 5]",fi,"[3, 5]",3,5,1.0,False,5863,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,27,3,"[1, 3]",fi,"[5, 3]",3,5,1.0,False,6445,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,28,3,"[2, 3]",fi,"[5, 3]",3,3,0.75,True,5841,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,29,3,"[5, 1]",fi,"[3, 5]",3,3,0.77,True,6287,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,30,3,"[1, 2]",fi,"[5, 3]",3,5,0.6000000000000001,False,9641,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,31,4,"[5, 6]",fi,"[7, 6]",7,7,1.0,True,13615,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,32,4,"[4, 1]",fi,"[7, 6]",6,6,0.89,True,11083,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,33,4,"[3, 1]",fi,"[7, 6]",6,6,0.8300000000000001,True,15753,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,34,4,"[2, 6]",fi,"[6, 7]",7,7,0.88,True,7322,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,35,1,"[2, 1]",fi,"[2, 0]",0,0,0.86,True,9003,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,36,1,"[4, 2]",fi,"[2, 0]",0,2,0.59,False,13273,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,37,1,"[2, 6]",fi,"[0, 2]",2,0,0.75,False,9734,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,38,1,"[6, 3]",fi,"[0, 2]",2,2,0.66,True,20951,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,39,1,"[3, 2]",fi,"[0, 2]",0,0,0.92,True,7424,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,40,1,"[3, 1]",fi,"[2, 0]",0,0,1.0,True,6154,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,41,1,"[3, 3]",fi,"[2, 0]",0,2,0.49,False,9903,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,42,1,"[6, 5]",fi,"[0, 2]",2,2,0.85,True,8710,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,43,1,"[4, 5]",fi,"[2, 0]",2,2,1.0,True,8144,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,44,1,"[6, 4]",fi,"[0, 2]",2,2,1.0,True,7470,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,45,1,"[2, 2]",fi,"[0, 2]",0,0,1.0,True,6296,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,46,1,"[1, 1]",fi,"[2, 0]",0,0,1.0,True,6230,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,47,1,"[1, 3]",fi,"[2, 0]",0,2,0.99,False,13096,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,48,3,"[5, 4]",fi,"[5, 3]",5,5,0.71,True,9232,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,49,3,"[4, 6]",fi,"[3, 5]",5,3,0.73,False,7049,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,50,3,"[5, 6]",fi,"[3, 5]",5,3,1.0,False,11090,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,51,3,"[6, 3]",fi,"[3, 5]",5,5,1.0,True,7211,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,52,3,"[6, 5]",fi,"[5, 3]",5,5,0.79,True,9454,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,53,3,"[4, 1]",fi,"[3, 5]",3,3,0.62,True,7464,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,54,3,"[3, 5]",fi,"[5, 3]",5,5,1.0,True,8818,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,55,3,"[5, 5]",fi,"[5, 3]",5,5,1.0,True,7928,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,56,3,"[4, 4]",fi,"[3, 5]",5,5,1.0,True,8579,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,57,4,"[1, 1]",fi,"[6, 7]",6,7,0.6900000000000001,False,8486,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,58,4,"[3, 2]",fi,"[7, 6]",6,6,0.49,True,6370,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,59,4,"[3, 5]",fi,"[6, 7]",7,6,0.58,False,5210,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,60,4,"[6, 5]",fi,"[7, 6]",7,7,0.79,True,5482,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,61,4,"[4, 5]",fi,"[6, 7]",7,7,0.38,True,6915,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,62,4,"[4, 4]",fi,"[7, 6]",7,6,0.45,False,8732,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,63,4,"[3, 6]",fi,"[7, 6]",7,6,0.51,False,8125,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,64,4,"[2, 1]",fi,"[7, 6]",6,7,0.34,False,7497,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,65,4,"[2, 2]",fi,"[7, 6]",6,7,0.6000000000000001,False,8374,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,66,4,"[6, 6]",fi,"[7, 6]",7,7,0.77,True,5605,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,67,4,"[6, 2]",fi,"[7, 6]",7,7,1.0,True,4086,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,68,4,"[5, 1]",fi,"[7, 6]",6,7,0.73,False,4766,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,69,4,"[1, 2]",fi,"[6, 7]",6,7,0.42,False,5215,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,70,4,"[6, 4]",fi,"[6, 7]",7,7,0.5700000000000001,True,6606,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,71,4,"[2, 4]",fi,"[6, 7]",6,7,0.24,False,6420,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,72,4,"[1, 4]",fi,"[7, 6]",6,7,0.45,False,4798,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,73,4,"[3, 3]",fi,"[6, 7]",6,7,0.48,False,6447,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,74,1,"[5, 6]",fi,"[0, 2]",2,2,0.39,True,7736,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,75,1,"[6, 6]",fi,"[2, 0]",2,2,1.0,True,6247,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,76,1,"[4, 6]",fi,"[2, 0]",2,2,0.8300000000000001,True,7751,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,77,1,"[3, 6]",fi,"[2, 0]",2,2,1.0,True,4037,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,78,1,"[6, 2]",fi,"[0, 2]",2,0,0.42,False,8823,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,79,1,"[5, 3]",fi,"[2, 0]",2,2,0.41,True,8832,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,80,1,"[4, 5]",fi,"[2, 0]",2,2,1.0,True,4339,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,81,1,"[5, 3]",fi,"[0, 2]",2,2,0.75,True,11286,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,82,1,"[1, 3]",fi,"[2, 0]",0,0,1.0,True,8135,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,83,1,"[5, 6]",fi,"[2, 0]",2,2,1.0,True,6539,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,84,1,"[6, 3]",fi,"[0, 2]",2,2,1.0,True,14590,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,85,1,"[2, 2]",fi,"[2, 0]",0,0,1.0,True,6769,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,86,3,"[3, 6]",fi,"[5, 3]",5,5,0.36,True,5643,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,87,3,"[6, 2]",fi,"[5, 3]",5,3,0.47,False,7982,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,88,3,"[3, 2]",fi,"[5, 3]",3,5,0.62,False,5599,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,89,3,"[1, 4]",fi,"[3, 5]",3,5,0.38,False,8892,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,90,3,"[1, 1]",fi,"[3, 5]",3,3,0.5,True,12685,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,91,3,"[2, 2]",fi,"[5, 3]",3,3,0.52,True,9074,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,92,3,"[6, 4]",fi,"[3, 5]",5,5,0.74,True,8606,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,93,3,"[4, 5]",fi,"[3, 5]",5,5,1.0,True,21439,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,94,3,"[2, 1]",fi,"[3, 5]",3,5,1.0,False,15314,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,95,3,"[3, 1]",fi,"[3, 5]",3,3,0.37,True,8966,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,96,3,"[3, 6]",fi,"[3, 5]",5,5,1.0,True,11897,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,97,3,"[2, 4]",fi,"[3, 5]",3,3,0.46,True,14541,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,98,3,"[6, 5]",fi,"[3, 5]",5,5,1.0,True,8286,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,99,3,"[3, 3]",fi,"[3, 5]",3,3,1.0,True,6784,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,100,3,"[2, 6]",fi,"[5, 3]",5,3,1.0,False,6254,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,101,3,"[4, 5]",fi,"[3, 5]",5,5,0.95,True,10261,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,102,3,"[5, 5]",fi,"[3, 5]",5,5,1.0,True,7132,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,103,3,"[5, 3]",fi,"[5, 3]",5,3,1.0,False,8177,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,104,3,"[5, 4]",fi,"[5, 3]",5,5,0.71,True,9774,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,105,3,"[4, 2]",fi,"[3, 5]",3,3,0.43,True,11660,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,106,3,"[6, 4]",fi,"[3, 5]",5,5,1.0,True,7225,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,107,3,"[6, 3]",fi,"[3, 5]",5,3,0.88,False,9219,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,108,3,"[1, 2]",fi,"[5, 3]",3,5,0.63,False,11095,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,109,3,"[6, 2]",fi,"[3, 5]",5,3,0.35,False,13027,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,110,3,"[6, 6]",fi,"[3, 5]",5,5,0.88,True,6345,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,111,3,"[1, 1]",fi,"[3, 5]",3,3,0.7000000000000001,True,8131,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,112,3,"[1, 5]",fi,"[3, 5]",3,3,0.75,True,5800,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,113,3,"[2, 1]",fi,"[3, 5]",3,3,0.3,True,11840,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,114,4,"[2, 3]",fi,"[7, 6]",6,7,0.34,False,13302,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,115,4,"[2, 2]",fi,"[6, 7]",6,6,0.36,True,8870,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,116,4,"[4, 5]",fi,"[6, 7]",7,6,0.24,False,9509,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,117,4,"[1, 3]",fi,"[7, 6]",6,6,0.19,True,8472,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,118,4,"[5, 5]",fi,"[7, 6]",7,7,0.48,True,8322,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,119,4,"[6, 2]",fi,"[7, 6]",7,7,1.0,True,7724,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,120,4,"[6, 3]",fi,"[7, 6]",7,7,1.0,True,9837,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,121,4,"[5, 3]",fi,"[7, 6]",7,7,0.54,True,11906,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,122,4,"[5, 1]",fi,"[6, 7]",6,7,0.5,False,9520,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,123,4,"[5, 4]",fi,"[6, 7]",7,7,0.97,True,4667,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,124,4,"[4, 4]",fi,"[7, 6]",7,7,0.49,True,5817,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,125,4,"[5, 6]",fi,"[6, 7]",7,7,0.6000000000000001,True,6713,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,126,4,"[2, 3]",fi,"[7, 6]",6,7,0.58,False,4193,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,127,4,"[2, 1]",fi,"[6, 7]",6,7,0.35,False,9069,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,128,4,"[4, 1]",fi,"[7, 6]",6,7,0.44,False,4852,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,129,4,"[2, 6]",fi,"[7, 6]",7,6,0.41,False,5770,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,130,4,"[6, 6]",fi,"[7, 6]",7,7,0.91,True,4518,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,131,4,"[3, 2]",fi,"[7, 6]",6,6,0.47,True,4079,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,132,4,"[1, 4]",fi,"[7, 6]",6,6,0.49,True,4729,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,133,4,"[1, 1]",fi,"[7, 6]",6,7,0.36,False,4959,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,134,4,"[6, 4]",fi,"[7, 6]",7,7,1.0,True,4927,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,135,4,"[1, 5]",fi,"[6, 7]",6,6,0.6000000000000001,True,6510,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,136,4,"[4, 6]",fi,"[7, 6]",7,6,0.25,False,5359,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,137,4,"[3, 1]",fi,"[6, 7]",6,6,0.13,True,6299,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,138,4,"[3, 5]",fi,"[6, 7]",7,6,0.36,False,6085,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,139,4,"[2, 4]",fi,"[6, 7]",6,7,0.6000000000000001,False,4657,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,140,4,"[6, 5]",fi,"[7, 6]",7,7,1.0,True,4592,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,141,4,"[1, 2]",fi,"[7, 6]",6,7,0.42,False,8828,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,142,4,"[3, 3]",fi,"[7, 6]",6,6,0.46,True,4334,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,143,4,"[4, 2]",fi,"[6, 7]",6,6,0.27,True,4171,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,144,4,"[3, 6]",fi,"[6, 7]",7,6,0.5700000000000001,False,4136,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,145,4,"[4, 1]",fi,"[6, 7]",6,6,0.26,True,3737,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,146,4,"[3, 5]",fi,"[7, 6]",7,7,0.27,True,4376,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,147,4,"[1, 5]",fi,"[6, 7]",6,7,0.16,False,10702,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,148,4,"[2, 1]",fi,"[6, 7]",6,6,0.22,True,3632,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,149,4,"[3, 1]",fi,"[7, 6]",6,6,0.98,True,5709,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,150,4,"[4, 5]",fi,"[7, 6]",7,6,0.62,False,4157,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,151,4,"[6, 6]",fi,"[6, 7]",7,7,1.0,True,4639,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,152,4,"[4, 6]",fi,"[6, 7]",7,6,0.49,False,4127,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,153,4,"[5, 5]",fi,"[6, 7]",7,7,0.6000000000000001,True,4120,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,154,4,"[3, 2]",fi,"[6, 7]",6,6,0.55,True,4710,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,155,4,"[1, 4]",fi,"[7, 6]",6,6,0.62,True,4287,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,156,4,"[6, 4]",fi,"[6, 7]",7,7,1.0,True,4212,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,157,4,"[3, 3]",fi,"[7, 6]",6,6,1.0,True,4511,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,158,4,"[3, 6]",fi,"[6, 7]",7,6,0.97,False,5138,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,159,4,"[1, 2]",fi,"[7, 6]",6,6,0.58,True,4243,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,160,4,"[6, 2]",fi,"[6, 7]",7,7,0.99,True,3842,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,161,4,"[4, 2]",fi,"[7, 6]",6,6,1.0,True,4754,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,162,4,"[5, 6]",fi,"[7, 6]",7,6,1.0,False,4750,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,163,4,"[5, 1]",fi,"[6, 7]",6,7,1.0,False,4414,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,164,4,"[2, 2]",fi,"[6, 7]",6,6,0.89,True,4365,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,165,4,"[1, 1]",fi,"[7, 6]",6,6,0.73,True,4265,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,166,4,"[6, 3]",fi,"[6, 7]",7,7,1.0,True,4313,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,167,4,"[5, 3]",fi,"[6, 7]",7,7,0.56,True,8152,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,168,4,"[5, 4]",fi,"[7, 6]",7,7,0.95,True,6762,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,169,4,"[2, 3]",fi,"[6, 7]",6,6,0.65,True,4183,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,170,4,"[2, 4]",fi,"[7, 6]",6,6,1.0,True,5133,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,171,4,"[2, 6]",fi,"[7, 6]",7,6,0.37,False,5322,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,172,4,"[6, 5]",fi,"[7, 6]",7,7,1.0,True,4809,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,173,4,"[1, 3]",fi,"[6, 7]",6,6,0.53,True,6128,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,174,4,"[4, 4]",fi,"[7, 6]",7,6,0.59,False,4855,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,175,4,"[6, 3]",fi,"[7, 6]",7,7,1.0,True,4162,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,176,4,"[3, 5]",fi,"[7, 6]",7,6,0.81,False,6733,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,177,4,"[3, 6]",fi,"[7, 6]",7,7,0.6000000000000001,True,4224,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,178,4,"[2, 4]",fi,"[7, 6]",6,6,0.98,True,5506,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,179,4,"[3, 1]",fi,"[7, 6]",6,7,0.79,False,6617,180,1
55d6e23469dbc30010b66dc3,free,epochs,True,180,4,"[5, 4]",fi,"[6, 7]",7,7,0.95,True,6543,180,1
55d6e23469dbc30010b66dc3,free,test1,False,1,4,"[4, 3]",fi,"[7, 6]",6,7,0.6000000000000001,False,7960,180,1
55d6e23469dbc30010b66dc3,free,test1,False,2,3,"[6, 6]",fi,"[5, 3]",5,5,0.7000000000000001,True,11990,180,1
55d6e23469dbc30010b66dc3,free,test1,False,3,1,"[1, 2]",fi,"[2, 0]",0,0,0.67,True,8555,180,1
55d6e23469dbc30010b66dc3,free,test1,False,4,4,"[4, 2]",fi,"[6, 7]",6,7,0.66,False,7411,180,1
55d6e23469dbc30010b66dc3,free,test1,False,5,1,"[2, 2]",fi,"[0, 2]",0,2,0.68,False,7691,180,1
55d6e23469dbc30010b66dc3,free,test1,False,6,3,"[2, 2]",fi,"[5, 3]",3,3,0.5700000000000001,True,5148,180,1
55d6e23469dbc30010b66dc3,free,test1,False,7,4,"[6, 6]",fi,"[7, 6]",7,7,1.0,True,5151,180,1
55d6e23469dbc30010b66dc3,free,test1,False,8,3,"[2, 3]",fi,"[3, 5]",3,5,0.62,False,11193,180,1
55d6e23469dbc30010b66dc3,free,test1,False,9,1,"[4, 5]",fi,"[0, 2]",2,2,1.0,True,6665,180,1
55d6e23469dbc30010b66dc3,free,test1,False,10,3,"[5, 2]",fi,"[5, 3]",3,5,0.8200000000000001,False,9632,180,1
55d6e23469dbc30010b66dc3,free,test1,False,11,4,"[1, 2]",fi,"[6, 7]",6,6,0.6900000000000001,True,8010,180,1
55d6e23469dbc30010b66dc3,free,test1,False,12,1,"[4, 4]",fi,"[0, 2]",2,2,0.8300000000000001,True,7854,180,1
55d6e23469dbc30010b66dc3,free,test1,False,13,1,"[5, 3]",fi,"[2, 0]",2,2,0.75,True,7577,180,1
55d6e23469dbc30010b66dc3,free,test1,False,14,3,"[4, 5]",fi,"[3, 5]",5,5,0.75,True,8327,180,1
55d6e23469dbc30010b66dc3,free,test1,False,15,4,"[6, 1]",fi,"[6, 7]",6,7,1.0,False,4024,180,1
55d6e23469dbc30010b66dc3,free,test1,False,16,4,"[5, 1]",fi,"[6, 7]",6,6,0.21,True,6613,180,1
55d6e23469dbc30010b66dc3,free,test1,False,17,1,"[6, 1]",fi,"[2, 0]",0,2,0.65,False,7348,180,1
55d6e23469dbc30010b66dc3,free,test1,False,18,3,"[1, 2]",fi,"[5, 3]",3,3,0.46,True,9264,180,1
55d6e23469dbc30010b66dc3,free,test1,False,19,1,"[1, 5]",fi,"[2, 0]",0,2,0.77,False,6656,180,1
55d6e23469dbc30010b66dc3,free,test1,False,20,4,"[6, 2]",fi,"[7, 6]",7,7,1.0,True,3738,180,1
55d6e23469dbc30010b66dc3,free,test1,False,21,3,"[4, 2]",fi,"[5, 3]",3,3,0.18,True,11789,180,1
55d6e23469dbc30010b66dc3,free,test1,False,22,3,"[6, 1]",fi,"[5, 3]",3,3,0.43,True,11713,180,1
55d6e23469dbc30010b66dc3,free,test1,False,23,4,"[4, 4]",fi,"[7, 6]",7,7,0.35,True,6730,180,1
55d6e23469dbc30010b66dc3,free,test1,False,24,1,"[4, 2]",fi,"[2, 0]",0,2,0.74,False,7118,180,1
55d6e23469dbc30010b66dc3,free,test1,False,25,3,"[5, 4]",fi,"[3, 5]",5,5,0.75,True,9989,180,1
55d6e23469dbc30010b66dc3,free,test1,False,26,1,"[3, 3]",fi,"[0, 2]",0,2,0.73,False,7184,180,1
55d6e23469dbc30010b66dc3,free,test1,False,27,4,"[5, 4]",fi,"[6, 7]",7,7,0.91,True,4988,180,1
55d6e23469dbc30010b66dc3,free,test1,False,28,1,"[5, 4]",fi,"[0, 2]",2,2,0.99,True,7053,180,1
55d6e23469dbc30010b66dc3,free,test1,False,29,3,"[6, 4]",fi,"[3, 5]",5,5,0.71,True,14603,180,1
55d6e23469dbc30010b66dc3,free,test1,False,30,4,"[2, 6]",fi,"[6, 7]",7,6,0.15,False,4526,180,1
55d6e23469dbc30010b66dc3,free,test1,False,31,4,"[4, 5]",fi,"[7, 6]",7,7,0.15,True,6278,180,1
55d6e23469dbc30010b66dc3,free,test1,False,32,3,"[1, 1]",fi,"[3, 5]",3,3,0.55,True,7163,180,1
55d6e23469dbc30010b66dc3,free,test1,False,33,1,"[2, 5]",fi,"[2, 0]",0,2,0.89,False,6756,180,1
